state,district,year,chloride,sdp,gini
Madhya Pradesh,West Nimar,2005,126.88889,174775.328567217,0.24
Madhya Pradesh,West Nimar,2004,136.5,166392.43950471698,0.24
Madhya Pradesh,West Nimar,2002,97.066666,144856.76138662823,0.24
Madhya Pradesh,Seoni,2016,91.162788,419465.0,0.27
Madhya Pradesh,Seoni,2017,69.162788,441956.0,0.27
Madhya Pradesh,Seoni,2018,84.214989,482361.0,0.27
Madhya Pradesh,Shahdol,2001,53.266666,152826.6075400632,0.28
Madhya Pradesh,Shahdol,2002,57.333332,144856.76138662823,0.28
Madhya Pradesh,Shahdol,2004,51.0,166392.43950471698,0.28
Madhya Pradesh,Shahdol,2005,60.083332,174775.328567217,0.28
Madhya Pradesh,Shahdol,2006,48.133335,190708.6450176887,0.28
Madhya Pradesh,Shahdol,2007,57.294117,199720.8751061321,0.28
Madhya Pradesh,West Nimar,2011,172.88889,282371.0,0.24
Madhya Pradesh,West Nimar,2012,96.666664,306853.0,0.24
Madhya Pradesh,West Nimar,2013,230.36363,322598.0,0.24
Madhya Pradesh,West Nimar,2014,114.75,339247.0,0.24
Madhya Pradesh,Seoni,2013,62.528206,322598.0,0.27
Madhya Pradesh,Alirajpur,2007,205.72728,199720.8751061321,0.32
Madhya Pradesh,Alirajpur,2008,80.333336,224971.1026179245,0.32
Madhya Pradesh,Alirajpur,2009,138.0,246297.10579599056,0.32
Madhya Pradesh,Alirajpur,2010,113.11111,259230.23037146227,0.32
Madhya Pradesh,Alirajpur,2011,81.166664,282371.0,0.32
Madhya Pradesh,Alirajpur,2012,134.66667,306853.0,0.32
Madhya Pradesh,Alirajpur,2013,201.25,322598.0,0.32
Madhya Pradesh,Shahdol,2008,24.5,224971.1026179245,0.28
Madhya Pradesh,Alirajpur,2014,137.27272,339247.0,0.32
Madhya Pradesh,Alirajpur,2016,154.7,419465.0,0.32
Madhya Pradesh,Alirajpur,2017,145.41667,441956.0,0.32
Madhya Pradesh,Alirajpur,2018,108.2,482361.0,0.32
Madhya Pradesh,Seoni,2014,74.714287,339247.0,0.27
Madhya Pradesh,West Nimar,2018,94.900002,482361.0,0.24
Madhya Pradesh,West Nimar,2017,97.300003,441956.0,0.24
Madhya Pradesh,West Nimar,2016,142.25,419465.0,0.24
Madhya Pradesh,West Nimar,2015,138.21053,370716.0,0.24
Madhya Pradesh,Alirajpur,2015,81.0,370716.0,0.32
Madhya Pradesh,Shahdol,2009,43.733334,246297.10579599056,0.28
Madhya Pradesh,Shahdol,2010,76.307693,259230.23037146227,0.28
Madhya Pradesh,Shahdol,2011,39.413334,282371.0,0.28
Madhya Pradesh,Damoh,2015,140.35715,370716.0,0.23
Madhya Pradesh,Damoh,2014,68.5,339247.0,0.23
Madhya Pradesh,Balaghat,2014,88.930229,339247.0,0.27
Madhya Pradesh,Damoh,2012,106.13333,306853.0,0.23
Madhya Pradesh,Damoh,2011,86.066666,282371.0,0.23
Madhya Pradesh,Damoh,2010,51.466667,259230.23037146227,0.23
Madhya Pradesh,Damoh,2009,105.13333,246297.10579599056,0.23
Madhya Pradesh,Damoh,2008,209.0,224971.1026179245,0.23
Madhya Pradesh,Damoh,2016,128.63158,419465.0,0.23
Madhya Pradesh,Damoh,2007,92.904762,199720.8751061321,0.23
Madhya Pradesh,Damoh,2004,100.93333,166392.43950471698,0.23
Madhya Pradesh,Damoh,2002,58.666668,144856.76138662823,0.23
Madhya Pradesh,Damoh,2001,95.428574,152826.6075400632,0.23
Madhya Pradesh,Damoh,2000,94.307693,142623.92245088037,0.23
Madhya Pradesh,Dindori,2001,55.444443,152826.6075400632,0.22
Madhya Pradesh,Dindori,2002,48.666668,144856.76138662823,0.22
Madhya Pradesh,Dindori,2004,67.0,166392.43950471698,0.22
Madhya Pradesh,Dindori,2005,55.400002,174775.328567217,0.22
Madhya Pradesh,Damoh,2005,92.300003,174775.328567217,0.23
Madhya Pradesh,Seoni,2012,57.363636,306853.0,0.27
Madhya Pradesh,Damoh,2017,101.47369,441956.0,0.23
Madhya Pradesh,Datia,2000,199.0,142623.92245088037,0.23
Madhya Pradesh,Shahdol,2012,71.432289,306853.0,0.28
Madhya Pradesh,Shahdol,2013,75.352943,322598.0,0.28
Madhya Pradesh,Shahdol,2014,74.85714,339247.0,0.28
Madhya Pradesh,Shahdol,2015,36.36842,370716.0,0.28
Madhya Pradesh,Shahdol,2016,32.238094,419465.0,0.28
Madhya Pradesh,West Nimar,2001,151.45454,152826.6075400632,0.24
Madhya Pradesh,West Nimar,2000,145.0,142623.92245088037,0.24
Madhya Pradesh,Datia,2013,83.87178,322598.0,0.23
Madhya Pradesh,Damoh,2018,111.31579,482361.0,0.23
Madhya Pradesh,Datia,2012,64.85714,306853.0,0.23
Madhya Pradesh,Datia,2010,89.166664,259230.23037146227,0.23
Madhya Pradesh,Datia,2009,75.0,246297.10579599056,0.23
Madhya Pradesh,Datia,2008,93.75,224971.1026179245,0.23
Madhya Pradesh,Datia,2007,95.285713,199720.8751061321,0.23
Madhya Pradesh,Datia,2005,53.666668,174775.328567217,0.23
Madhya Pradesh,Datia,2004,65.0,166392.43950471698,0.23
Madhya Pradesh,Datia,2002,39.599998,144856.76138662823,0.23
Madhya Pradesh,Datia,2001,52.57143,152826.6075400632,0.23
Madhya Pradesh,Datia,2011,46.666668,282371.0,0.23
Madhya Pradesh,Dindori,2007,57.153847,199720.8751061321,0.22
Madhya Pradesh,Seoni,2011,54.21212,282371.0,0.27
Madhya Pradesh,Seoni,2009,78.65625,246297.10579599056,0.27
Madhya Pradesh,Dhar,2008,135.61539,224971.1026179245,0.24
Madhya Pradesh,Dhar,2007,130.28572,199720.8751061321,0.24
Madhya Pradesh,Dhar,2006,111.26923,190708.6450176887,0.24
Madhya Pradesh,Dhar,2005,57.0,174775.328567217,0.24
Madhya Pradesh,Dhar,2004,141.95454,166392.43950471698,0.24
Madhya Pradesh,Dhar,2002,134.30435,144856.76138662823,0.24
Madhya Pradesh,Dhar,2001,156.16667,152826.6075400632,0.24
Madhya Pradesh,Dhar,2000,78.0,142623.92245088037,0.24
Madhya Pradesh,Dewas,2018,121.78947,482361.0,0.34
Madhya Pradesh,Dewas,2017,110.0,441956.0,0.34
Madhya Pradesh,Dewas,2016,108.3,419465.0,0.34
Madhya Pradesh,Dewas,2015,91.684212,370716.0,0.34
Madhya Pradesh,Dewas,2014,176.57895,339247.0,0.34
Madhya Pradesh,Dewas,2013,155.81541,322598.0,0.34
Madhya Pradesh,Dewas,2012,136.5079,306853.0,0.34
Madhya Pradesh,Dewas,2011,153.17392,282371.0,0.34
Madhya Pradesh,Dewas,2010,157.0,259230.23037146227,0.34
Madhya Pradesh,Dhar,2009,114.04546,246297.10579599056,0.24
Madhya Pradesh,Satna,2018,77.332756,482361.0,0.26
Madhya Pradesh,Satna,2017,71.595741,441956.0,0.26
Madhya Pradesh,Dhar,2010,121.10526,259230.23037146227,0.24
Madhya Pradesh,Satna,2007,74.372093,199720.8751061321,0.26
Madhya Pradesh,Satna,2008,75.173912,224971.1026179245,0.26
Madhya Pradesh,Satna,2009,63.757576,246297.10579599056,0.26
Madhya Pradesh,Satna,2010,49.615383,259230.23037146227,0.26
Madhya Pradesh,Satna,2011,91.709679,282371.0,0.26
Madhya Pradesh,Satna,2012,75.757576,306853.0,0.26
Madhya Pradesh,Satna,2013,101.25,322598.0,0.26
Madhya Pradesh,Satna,2014,95.155556,339247.0,0.26
Madhya Pradesh,Dewas,2009,143.63637,246297.10579599056,0.34
Madhya Pradesh,Satna,2015,93.36364,370716.0,0.26
Madhya Pradesh,Dhar,2018,121.07558,482361.0,0.24
Madhya Pradesh,Dhar,2017,107.15385,441956.0,0.24
Madhya Pradesh,Dhar,2016,93.879997,419465.0,0.24
Madhya Pradesh,Dhar,2015,126.625,370716.0,0.24
Madhya Pradesh,Dhar,2014,82.0,339247.0,0.24
Madhya Pradesh,Dhar,2013,107.5,322598.0,0.24
Madhya Pradesh,Dhar,2012,124.75,306853.0,0.24
Madhya Pradesh,Dhar,2011,91.227272,282371.0,0.24
Madhya Pradesh,Satna,2016,63.822224,419465.0,0.26
Madhya Pradesh,Dewas,2008,82.0,224971.1026179245,0.34
Madhya Pradesh,Dewas,2007,174.95535,199720.8751061321,0.34
Madhya Pradesh,Dewas,2006,124.0,190708.6450176887,0.34
Madhya Pradesh,Sehore,2007,110.81481,199720.8751061321,0.34
Madhya Pradesh,Sehore,2008,128.2,224971.1026179245,0.34
Madhya Pradesh,Sehore,2009,185.0,246297.10579599056,0.34
Madhya Pradesh,Sehore,2010,147.2,259230.23037146227,0.34
Madhya Pradesh,Sehore,2011,126.44444,282371.0,0.34
Madhya Pradesh,Sehore,2012,122.14286,306853.0,0.34
Madhya Pradesh,Sehore,2013,143.47342,322598.0,0.34
Madhya Pradesh,Sehore,2014,133.76471,339247.0,0.34
Madhya Pradesh,Sehore,2006,133.45454,190708.6450176887,0.34
Madhya Pradesh,Sehore,2015,35.0,370716.0,0.34
Madhya Pradesh,Sehore,2017,134.10001,441956.0,0.34
Madhya Pradesh,Sehore,2018,156.88235,482361.0,0.34
Madhya Pradesh,Seoni,2001,89.13636,152826.6075400632,0.27
Madhya Pradesh,Seoni,2002,81.884613,144856.76138662823,0.27
Madhya Pradesh,Seoni,2004,74.727272,166392.43950471698,0.27
Madhya Pradesh,Seoni,2005,77.133331,174775.328567217,0.27
Madhya Pradesh,Seoni,2007,90.184212,199720.8751061321,0.27
Madhya Pradesh,Seoni,2008,60.39394,224971.1026179245,0.27
Madhya Pradesh,Sehore,2016,156.29411,419465.0,0.34
Madhya Pradesh,Seoni,2010,86.80645,259230.23037146227,0.27
Madhya Pradesh,Alirajpur,2006,191.44444,190708.6450176887,0.32
Madhya Pradesh,Alirajpur,2002,157.66667,144856.76138662823,0.32
Madhya Pradesh,Dewas,2005,161.0,174775.328567217,0.34
Madhya Pradesh,Dewas,2004,164.30769,166392.43950471698,0.34
Madhya Pradesh,Dewas,2002,152.94444,144856.76138662823,0.34
Madhya Pradesh,Dewas,2001,123.40909,152826.6075400632,0.34
Madhya Pradesh,Dewas,2000,142.0625,142623.92245088037,0.34
Madhya Pradesh,Satna,2004,67.260872,166392.43950471698,0.26
Madhya Pradesh,Datia,2018,113.55556,482361.0,0.23
Madhya Pradesh,Datia,2017,103.63636,441956.0,0.23
Madhya Pradesh,Alirajpur,2004,133.14285,166392.43950471698,0.32
Madhya Pradesh,Datia,2016,119.16666,419465.0,0.23
Madhya Pradesh,Datia,2014,106.88889,339247.0,0.23
Madhya Pradesh,Sehore,2000,64.0,142623.92245088037,0.34
Madhya Pradesh,Sehore,2001,130.14285,152826.6075400632,0.34
Madhya Pradesh,Sehore,2002,108.0,144856.76138662823,0.34
Madhya Pradesh,Sehore,2004,83.928574,166392.43950471698,0.34
Madhya Pradesh,Sehore,2005,31.363636,174775.328567217,0.34
Madhya Pradesh,Alirajpur,2000,197.0,142623.92245088037,0.32
Madhya Pradesh,Alirajpur,2001,253.71428,152826.6075400632,0.32
Madhya Pradesh,Datia,2015,86.0,370716.0,0.23
Madhya Pradesh,Dindori,2009,69.0,246297.10579599056,0.22
Madhya Pradesh,Damoh,2013,68.133858,322598.0,0.23
Madhya Pradesh,Anuppur,2002,43.384617,144856.76138662823,0.37
Madhya Pradesh,Sheopur,2011,277.29999,282371.0,0.28
Madhya Pradesh,Sheopur,2012,128.39999,306853.0,0.28
Madhya Pradesh,Sheopur,2013,112.5,322598.0,0.28
Madhya Pradesh,Sheopur,2014,118.41177,339247.0,0.28
Madhya Pradesh,Sheopur,2015,166.55556,370716.0,0.28
Madhya Pradesh,Sheopur,2016,98.36364,419465.0,0.28
Madhya Pradesh,Sheopur,2017,113.5,441956.0,0.28
Madhya Pradesh,Sheopur,2018,93.055557,482361.0,0.28
Madhya Pradesh,Shivpuri,2000,79.040001,142623.92245088037,0.27
Madhya Pradesh,Shivpuri,2001,60.81818,152826.6075400632,0.27
Madhya Pradesh,Shivpuri,2002,59.523811,144856.76138662823,0.27
Madhya Pradesh,Shivpuri,2004,73.185188,166392.43950471698,0.27
Madhya Pradesh,Shivpuri,2005,119.61539,174775.328567217,0.27
Madhya Pradesh,Shivpuri,2007,127.3125,199720.8751061321,0.27
Madhya Pradesh,Shivpuri,2008,81.517242,224971.1026179245,0.27
Madhya Pradesh,Sheopur,2010,76.800003,259230.23037146227,0.28
Madhya Pradesh,Shivpuri,2009,109.55173,246297.10579599056,0.27
Madhya Pradesh,Sheopur,2009,137.90909,246297.10579599056,0.28
Madhya Pradesh,Sheopur,2007,149.4375,199720.8751061321,0.28
Madhya Pradesh,Jhabua,2002,170.25,144856.76138662823,0.24
Madhya Pradesh,Jhabua,2001,93.14286,152826.6075400632,0.24
Madhya Pradesh,Jhabua,2000,86.0,142623.92245088037,0.24
Madhya Pradesh,Shajapur,2013,189.96086,322598.0,0.25
Madhya Pradesh,Shajapur,2014,165.91667,339247.0,0.25
Madhya Pradesh,Shajapur,2015,139.44,370716.0,0.25
Madhya Pradesh,Shajapur,2016,127.72,419465.0,0.25
Madhya Pradesh,Shajapur,2017,155.60869,441956.0,0.25
Madhya Pradesh,Shajapur,2018,153.44,482361.0,0.25
Madhya Pradesh,Sheopur,2000,141.41176,142623.92245088037,0.28
Madhya Pradesh,Sheopur,2001,149.06667,152826.6075400632,0.28
Madhya Pradesh,Sheopur,2002,183.14285,144856.76138662823,0.28
Madhya Pradesh,Anuppur,2001,32.23077,152826.6075400632,0.37
Madhya Pradesh,Sheopur,2005,68.63636,174775.328567217,0.28
Madhya Pradesh,Sheopur,2006,138.2,190708.6450176887,0.28
Madhya Pradesh,Sheopur,2008,62.0,224971.1026179245,0.28
Madhya Pradesh,Jhabua,2004,455.125,166392.43950471698,0.24
Madhya Pradesh,Shivpuri,2010,108.65517,259230.23037146227,0.27
Madhya Pradesh,Shivpuri,2012,111.82565,306853.0,0.27
Madhya Pradesh,Tikamgarh,2005,199.42857,174775.328567217,0.19
Madhya Pradesh,Balaghat,2000,124.5,142623.92245088037,0.27
Madhya Pradesh,Balaghat,2001,67.115387,152826.6075400632,0.27
Madhya Pradesh,East Nimar,2000,103.77778,142623.92245088037,0.23
Madhya Pradesh,East Nimar,2001,112.9375,152826.6075400632,0.23
Madhya Pradesh,Balaghat,2002,74.333336,144856.76138662823,0.27
Madhya Pradesh,Balaghat,2004,77.542854,166392.43950471698,0.27
Madhya Pradesh,Balaghat,2005,76.800003,174775.328567217,0.27
Madhya Pradesh,Balaghat,2006,77.0,190708.6450176887,0.27
Madhya Pradesh,Balaghat,2007,82.371429,199720.8751061321,0.27
Madhya Pradesh,Balaghat,2008,72.942856,224971.1026179245,0.27
Madhya Pradesh,Balaghat,2009,71.769234,246297.10579599056,0.27
Madhya Pradesh,Balaghat,2010,68.969696,259230.23037146227,0.27
Madhya Pradesh,Balaghat,2011,64.135132,282371.0,0.27
Madhya Pradesh,Balaghat,2012,57.23077,306853.0,0.27
Madhya Pradesh,Tikamgarh,2004,94.800003,166392.43950471698,0.19
Madhya Pradesh,Shivpuri,2011,114.5,282371.0,0.27
Madhya Pradesh,Tikamgarh,2002,80.428574,144856.76138662823,0.19
Madhya Pradesh,Tikamgarh,2000,84.933334,142623.92245088037,0.19
Madhya Pradesh,Shivpuri,2013,126.89309,322598.0,0.27
Madhya Pradesh,Shivpuri,2014,108.46667,339247.0,0.27
Madhya Pradesh,Shivpuri,2015,73.774193,370716.0,0.27
Madhya Pradesh,Shivpuri,2016,106.08696,419465.0,0.27
Madhya Pradesh,Shivpuri,2017,104.3871,441956.0,0.27
Madhya Pradesh,Shivpuri,2018,121.9,482361.0,0.27
Madhya Pradesh,Sidhi,2001,47.411766,152826.6075400632,0.24
Madhya Pradesh,Sidhi,2002,37.666668,144856.76138662823,0.24
Madhya Pradesh,Sidhi,2004,50.875,166392.43950471698,0.24
Madhya Pradesh,Sidhi,2005,33.388889,174775.328567217,0.24
Madhya Pradesh,Sidhi,2006,28.809525,190708.6450176887,0.24
Madhya Pradesh,Sidhi,2007,40.863636,199720.8751061321,0.24
Madhya Pradesh,Sidhi,2008,32.0,224971.1026179245,0.24
Madhya Pradesh,Dindori,2017,47.466667,441956.0,0.22
Madhya Pradesh,Dindori,2018,52.467411,482361.0,0.22
Madhya Pradesh,Tikamgarh,2001,79.533333,152826.6075400632,0.19
Madhya Pradesh,Jhabua,2006,74.777779,190708.6450176887,0.24
Madhya Pradesh,Sheopur,2004,84.384613,166392.43950471698,0.28
Madhya Pradesh,Jhabua,2008,157.11111,224971.1026179245,0.24
Madhya Pradesh,Shajapur,2000,165.4375,142623.92245088037,0.25
Madhya Pradesh,Ashoknagar,2008,186.0,224971.1026179245,0.18
Madhya Pradesh,Ashoknagar,2009,80.090912,246297.10579599056,0.18
Madhya Pradesh,Ashoknagar,2010,61.090908,259230.23037146227,0.18
Madhya Pradesh,Ashoknagar,2011,60.81818,282371.0,0.18
Madhya Pradesh,Ashoknagar,2012,101.4046,306853.0,0.18
Madhya Pradesh,Ashoknagar,2013,65.554504,322598.0,0.18
Madhya Pradesh,Ashoknagar,2014,97.25,339247.0,0.18
Madhya Pradesh,Ashoknagar,2016,72.07692,419465.0,0.18
Madhya Pradesh,Shajapur,2001,124.47059,152826.6075400632,0.25
Madhya Pradesh,Shajapur,2002,122.94736,144856.76138662823,0.25
Madhya Pradesh,Shajapur,2004,156.92857,166392.43950471698,0.25
Madhya Pradesh,Shajapur,2005,213.13333,174775.328567217,0.25
Madhya Pradesh,Shajapur,2007,163.60869,199720.8751061321,0.25
Madhya Pradesh,Shajapur,2008,159.0,224971.1026179245,0.25
Madhya Pradesh,Shajapur,2009,110.8421,246297.10579599056,0.25
Madhya Pradesh,Shajapur,2010,158.5,259230.23037146227,0.25
Madhya Pradesh,Shajapur,2011,140.46153,282371.0,0.25
Madhya Pradesh,Shajapur,2012,179.79825,306853.0,0.25
Madhya Pradesh,Ashoknagar,2007,77.571426,199720.8751061321,0.18
Madhya Pradesh,Jhabua,2018,112.47185,482361.0,0.24
Madhya Pradesh,Jhabua,2007,81.333336,199720.8751061321,0.24
Madhya Pradesh,Ashoknagar,2004,133.0,166392.43950471698,0.18
Madhya Pradesh,Anuppur,2004,56.222221,166392.43950471698,0.37
Madhya Pradesh,Anuppur,2005,40.700001,174775.328567217,0.37
Madhya Pradesh,Anuppur,2006,38.700001,190708.6450176887,0.37
Madhya Pradesh,Anuppur,2007,53.200001,199720.8751061321,0.37
Madhya Pradesh,Anuppur,2009,35.153847,246297.10579599056,0.37
Madhya Pradesh,Shahdol,2017,58.137932,441956.0,0.28
Madhya Pradesh,Shahdol,2018,39.666668,482361.0,0.28
Madhya Pradesh,Anuppur,2010,54.333332,259230.23037146227,0.37
Madhya Pradesh,Anuppur,2011,25.424999,282371.0,0.37
Madhya Pradesh,Anuppur,2012,64.016312,306853.0,0.37
Madhya Pradesh,Anuppur,2013,54.533333,322598.0,0.37
Madhya Pradesh,Anuppur,2014,44.0,339247.0,0.37
Madhya Pradesh,Anuppur,2015,41.125,370716.0,0.37
Madhya Pradesh,Anuppur,2016,39.625,419465.0,0.37
Madhya Pradesh,Anuppur,2017,34.619049,441956.0,0.37
Madhya Pradesh,Anuppur,2018,58.4375,482361.0,0.37
Madhya Pradesh,Ashoknagar,2000,83.833336,142623.92245088037,0.18
Madhya Pradesh,Ashoknagar,2001,54.0,152826.6075400632,0.18
Madhya Pradesh,Ashoknagar,2002,57.5,144856.76138662823,0.18
Madhya Pradesh,Ashoknagar,2005,105.18182,174775.328567217,0.18
Madhya Pradesh,Jhabua,2017,99.400002,441956.0,0.24
Madhya Pradesh,Ashoknagar,2006,181.0,190708.6450176887,0.18
Madhya Pradesh,Jhabua,2015,86.699997,370716.0,0.24
Madhya Pradesh,Dindori,2015,62.714287,370716.0,0.22
Madhya Pradesh,Dindori,2016,108.8,419465.0,0.22
Madhya Pradesh,Jhabua,2011,66.833336,282371.0,0.24
Madhya Pradesh,Jhabua,2009,77.555557,246297.10579599056,0.24
Madhya Pradesh,Dindori,2014,69.933334,339247.0,0.22
Madhya Pradesh,Dindori,2013,65.771385,322598.0,0.22
Madhya Pradesh,Dindori,2012,57.799999,306853.0,0.22
Madhya Pradesh,Dindori,2011,47.272728,282371.0,0.22
Madhya Pradesh,Dindori,2010,55.0,259230.23037146227,0.22
Madhya Pradesh,Jhabua,2010,219.0,259230.23037146227,0.24
Madhya Pradesh,Ashoknagar,2017,116.80952,441956.0,0.18
Madhya Pradesh,Jhabua,2012,207.33333,306853.0,0.24
Madhya Pradesh,Jhabua,2013,153.75,322598.0,0.24
Madhya Pradesh,Jhabua,2014,102.6,339247.0,0.24
Madhya Pradesh,Jhabua,2016,98.599998,419465.0,0.24
Madhya Pradesh,Ashoknagar,2018,64.769234,482361.0,0.18
Maharashtra,Thane,2018,55.226036,1728578.0,0.37
Maharashtra,Thane,2017,66.194016,1661065.0,0.37
Maharashtra,Thane,2016,122.02128,1596121.0,0.37
Maharashtra,Thane,2015,95.0,1452513.0,0.37
Maharashtra,Thane,2014,49.0,1345341.0,0.37
Maharashtra,Chandrapur,2018,89.359322,1728578.0,0.3
Maharashtra,Chandrapur,2017,102.77105,1661065.0,0.3
Maharashtra,Nagpur,2009,102.08,970264.8556553776,0.34
Maharashtra,Chandrapur,2014,129.25209,1345341.0,0.3
Maharashtra,Chandrapur,2015,171.96297,1452513.0,0.3
Maharashtra,Chandrapur,2016,130.13208,1596121.0,0.3
Maharashtra,Ratnagiri,2001,15.384615,478508.9977919124,0.25
Maharashtra,Thane,2004,88.684212,599028.1154943785,0.37
Maharashtra,Nagpur,2008,180.60736,884779.143581586,0.34
Maharashtra,Nagpur,2007,175.52779,871096.2491881064,0.34
Maharashtra,Nagpur,2006,134.64632,780279.5182740722,0.34
Maharashtra,Nagpur,2005,136.38965,685815.41856348,0.34
Maharashtra,Nagpur,2004,114.39394,599028.1154943785,0.34
Maharashtra,Thane,2013,71.071426,1267551.0,0.37
Maharashtra,Thane,2012,101.71429,1189711.0,0.37
Maharashtra,Thane,2009,78.466667,970264.8556553776,0.37
Maharashtra,Thane,2008,75.897438,884779.143581586,0.37
Maharashtra,Thane,2007,109.87096,871096.2491881064,0.37
Maharashtra,Ratnagiri,2002,15.230769,511507.574365965,0.25
Maharashtra,Chandrapur,2013,164.86,1267551.0,0.3
Maharashtra,Ratnagiri,2000,16.166666,462182.0458937533,0.25
Maharashtra,Nagpur,2002,123.83871,511507.574365965,0.34
Maharashtra,Thane,2006,82.032257,780279.5182740722,0.37
Maharashtra,Thane,2005,63.264706,685815.41856348,0.37
Maharashtra,Nagpur,2001,113.0625,478508.9977919124,0.34
Maharashtra,Chandrapur,2012,182.76923,1189711.0,0.3
Maharashtra,Mumbai Suburban,2004,37.0,599028.1154943785,0.39
Maharashtra,Mumbai Suburban,2000,56.75,462182.0458937533,0.39
Maharashtra,Mumbai Suburban,2018,86.852501,1728578.0,0.39
Maharashtra,Thane,2002,89.46286,511507.574365965,0.37
Maharashtra,Thane,2001,67.052635,478508.9977919124,0.37
Maharashtra,Thane,2000,74.488373,462182.0458937533,0.37
Maharashtra,Chandrapur,2000,135.9641,462182.0458937533,0.3
Maharashtra,Chandrapur,2001,140.27954,478508.9977919124,0.3
Maharashtra,Chandrapur,2002,157.40909,511507.574365965,0.3
Maharashtra,Chandrapur,2004,174.38095,599028.1154943785,0.3
Maharashtra,Chandrapur,2008,148.66856,884779.143581586,0.3
Maharashtra,Chandrapur,2007,175.97368,871096.2491881064,0.3
Maharashtra,Chandrapur,2006,213.40994,780279.5182740722,0.3
Maharashtra,Chandrapur,2005,186.51485,685815.41856348,0.3
Maharashtra,Mumbai Suburban,2017,55.833767,1661065.0,0.39
Maharashtra,Mumbai Suburban,2013,32.0,1267551.0,0.39
Maharashtra,Mumbai Suburban,2012,457.0,1189711.0,0.39
Maharashtra,Mumbai Suburban,2009,53.0,970264.8556553776,0.39
Maharashtra,Nagpur,2000,83.909088,462182.0458937533,0.34
Maharashtra,Mumbai Suburban,2001,54.75,478508.9977919124,0.39
Maharashtra,Mumbai Suburban,2002,47.5,511507.574365965,0.39
Maharashtra,Buldhana,2002,168.14285,511507.574365965,0.25
Maharashtra,Buldhana,2004,146.18182,599028.1154943785,0.25
Maharashtra,Buldhana,2005,141.5625,685815.41856348,0.25
Maharashtra,Mumbai Suburban,2005,48.0,685815.41856348,0.39
Maharashtra,Buldhana,2006,170.63622,780279.5182740722,0.25
Maharashtra,Buldhana,2007,199.46153,871096.2491881064,0.25
Maharashtra,Chandrapur,2009,148.33333,970264.8556553776,0.3
Maharashtra,Buldhana,2008,227.43478,884779.143581586,0.25
Maharashtra,Buldhana,2013,216.44444,1267551.0,0.25
Maharashtra,Buldhana,2014,263.84827,1345341.0,0.25
Maharashtra,Buldhana,2015,186.39999,1452513.0,0.25
Maharashtra,Buldhana,2016,103.18919,1596121.0,0.25
Maharashtra,Buldhana,2017,136.18306,1661065.0,0.25
Maharashtra,Buldhana,2018,133.21143,1728578.0,0.25
Maharashtra,Mumbai Suburban,2006,44.0,780279.5182740722,0.39
Maharashtra,Mumbai Suburban,2007,85.0,871096.2491881064,0.39
Maharashtra,Mumbai Suburban,2008,96.0,884779.143581586,0.39
Maharashtra,Buldhana,2009,210.88,970264.8556553776,0.25
Maharashtra,Nagpur,2012,164.63158,1189711.0,0.34
Maharashtra,Nashik,2001,94.727272,478508.9977919124,0.3
Maharashtra,Nagpur,2014,118.84814,1345341.0,0.34
Maharashtra,Aurangabad,2004,98.727272,599028.1154943785,0.19
Maharashtra,Aurangabad,2002,174.66667,511507.574365965,0.19
Maharashtra,Aurangabad,2001,197.63637,478508.9977919124,0.19
Maharashtra,Amravati,2018,71.875305,1728578.0,0.29
Maharashtra,Parbhani,2000,90.071426,462182.0458937533,0.25
Maharashtra,Parbhani,2001,77.333336,478508.9977919124,0.25
Maharashtra,Parbhani,2002,61.857143,511507.574365965,0.25
Maharashtra,Parbhani,2004,112.33334,599028.1154943785,0.25
Maharashtra,Parbhani,2005,136.89667,685815.41856348,0.25
Maharashtra,Parbhani,2006,134.84616,780279.5182740722,0.25
Maharashtra,Parbhani,2007,127.36182,871096.2491881064,0.25
Maharashtra,Parbhani,2008,105.305,884779.143581586,0.25
Maharashtra,Parbhani,2009,102.5,970264.8556553776,0.25
Maharashtra,Aurangabad,2006,143.83333,780279.5182740722,0.19
Maharashtra,Parbhani,2012,173.10001,1189711.0,0.25
Maharashtra,Parbhani,2014,117.392,1345341.0,0.25
Maharashtra,Parbhani,2015,104.52941,1452513.0,0.25
Maharashtra,Parbhani,2016,110.26667,1596121.0,0.25
Maharashtra,Parbhani,2017,100.50073,1661065.0,0.25
Maharashtra,Parbhani,2018,59.496918,1728578.0,0.25
Maharashtra,Pune,2016,121.02409,1596121.0,0.37
Maharashtra,Pune,2015,87.75,1452513.0,0.37
Maharashtra,Pune,2014,121.08,1345341.0,0.37
Maharashtra,Pune,2013,109.25,1267551.0,0.37
Maharashtra,Pune,2012,146.0,1189711.0,0.37
Maharashtra,Pune,2009,95.0,970264.8556553776,0.37
Maharashtra,Pune,2008,109.07692,884779.143581586,0.37
Maharashtra,Pune,2007,108.97436,871096.2491881064,0.37
Maharashtra,Parbhani,2013,116.92,1267551.0,0.25
Maharashtra,Aurangabad,2007,207.30769,871096.2491881064,0.19
Maharashtra,Aurangabad,2008,124.54546,884779.143581586,0.19
Maharashtra,Aurangabad,2012,195.36295,1189711.0,0.19
Maharashtra,Osmanabad,2017,126.97009,1661065.0,0.25
Maharashtra,Osmanabad,2018,123.33055,1728578.0,0.25
Maharashtra,Wardha,2014,111.16586,1345341.0,0.24
Maharashtra,Wardha,2015,93.0,1452513.0,0.24
