state,district,year,chloride,sdp
Gujarat,Narmada,2008,111.88889,181896.72028560645
Gujarat,Narmada,2007,74.900002,174440.1796476359
Gujarat,Narmada,2006,62.5,155994.59231997211
Gujarat,Narmada,2015,118.91666,357170.96161432995
Gujarat,Junagadh,2006,1277.3125,155994.59231997211
Gujarat,Kheda,2017,570.21429,436341.1881495157
Gujarat,Junagadh,2002,1087.4688,101603.0
Gujarat,Dohad,2014,193.14285,325294.6835829215
Gujarat,Dohad,2015,164.75,357170.96161432995
Gujarat,Dohad,2016,216.53334,389051.388642098
Gujarat,Dohad,2017,156.0,436341.1881495157
Gujarat,Dohad,2018,197.33333,476857.5206000468
Gujarat,Mahesana,2009,329.0,207599.0739151888
Gujarat,Ahmadabad,2018,465.375,476857.5206000468
Gujarat,Ahmadabad,2017,1041.7,436341.1881495157
Gujarat,Ahmadabad,2016,587.40002,389051.388642098
Gujarat,Ahmadabad,2015,967.90002,357170.96161432995
Gujarat,Ahmadabad,2014,1050.9091,325294.6835829215
Gujarat,Ahmadabad,2013,985.83331,295726.169526656
Gujarat,Dohad,2013,167.0,295726.169526656
Gujarat,Ahmadabad,2012,1095.8889,275059.55765976507
Gujarat,Ahmadabad,2010,1359.4546,230317.9363654834
Gujarat,Junagadh,2005,1406.0,143830.23092328678
Gujarat,Ahmadabad,2008,1135.3,181896.72028560645
Gujarat,Ahmadabad,2007,1115.5,174440.1796476359
Gujarat,Ahmadabad,2006,578.08331,155994.59231997211
Gujarat,Ahmadabad,2005,732.66669,143830.23092328678
Gujarat,Ahmadabad,2004,1417.1,125599.0
Gujarat,Sabar Kantha,2000,249.64999,86431.0
Gujarat,Sabar Kantha,2001,363.76471,93455.0
Gujarat,Sabar Kantha,2002,252.14285,101603.0
Gujarat,Sabar Kantha,2004,280.4762,125599.0
Gujarat,Sabar Kantha,2005,316.54544,143830.23092328678
Gujarat,Ahmadabad,2011,1004.5333,245624.7334861986
Gujarat,Dohad,2012,142.0,275059.55765976507
Gujarat,Dohad,2011,141.42857,245624.7334861986
Gujarat,Bhavnagar,2011,513.79999,245624.7334861986
Gujarat,Bhavnagar,2004,589.81818,125599.0
Gujarat,Bhavnagar,2005,270.75,143830.23092328678
Gujarat,Bhavnagar,2006,400.15152,155994.59231997211
Gujarat,Navsari,2007,443.5,174440.1796476359
Gujarat,Valsad,2002,90.916664,101603.0
Gujarat,Valsad,2001,121.5,93455.0
Gujarat,Valsad,2000,162.39999,86431.0
Gujarat,Navsari,2006,203.57143,155994.59231997211
Gujarat,Navsari,2005,181.8,143830.23092328678
Gujarat,Bhavnagar,2007,460.30768,174440.1796476359
Gujarat,Bhavnagar,2008,476.2963,181896.72028560645
Gujarat,Bhavnagar,2009,474.39999,207599.0739151888
Gujarat,Navsari,2004,136.5,125599.0
Gujarat,Navsari,2002,156.55556,101603.0
Gujarat,Navsari,2001,175.88889,93455.0
Gujarat,Navsari,2000,184.72728,86431.0
Gujarat,Dohad,2000,142.23077,86431.0
Gujarat,Dohad,2001,929.0,93455.0
Gujarat,Dohad,2002,280.70001,101603.0
Gujarat,Dohad,2004,308.61539,125599.0
Gujarat,Dohad,2005,154.21428,143830.23092328678
Gujarat,Dohad,2006,202.1875,155994.59231997211
Gujarat,Dohad,2007,153.46666,174440.1796476359
Gujarat,Kachchh,2013,783.88892,295726.169526656
Gujarat,Dohad,2009,137.6875,207599.0739151888
Gujarat,Dohad,2010,144.84616,230317.9363654834
Gujarat,Bhavnagar,2010,464.23077,230317.9363654834
Gujarat,Sabar Kantha,2006,305.42856,155994.59231997211
Gujarat,Sabar Kantha,2007,252.875,174440.1796476359
Gujarat,Ahmadabad,2009,1090.7,207599.0739151888
Gujarat,Bhavnagar,2012,438.85001,275059.55765976507
Gujarat,Vadodara,2010,356.03705,230317.9363654834
Gujarat,Panch Mahals,2004,149.57143,125599.0
Gujarat,Panch Mahals,2002,79.75,101603.0
Gujarat,Panch Mahals,2001,135.77777,93455.0
Gujarat,Panch Mahals,2000,102.64286,86431.0
Gujarat,Vadodara,2009,228.17647,207599.0739151888
Gujarat,Vadodara,2008,372.20001,181896.72028560645
Gujarat,Vadodara,2007,288.03705,174440.1796476359
Gujarat,Sabar Kantha,2008,305.58334,181896.72028560645
Gujarat,Surendranagar,2017,424.04544,436341.1881495157
Gujarat,Surendranagar,2016,440.92001,389051.388642098
Gujarat,Surendranagar,2015,360.57144,357170.96161432995
Gujarat,Surendranagar,2014,602.27271,325294.6835829215
Gujarat,Vadodara,2011,201.2381,245624.7334861986
Gujarat,Surendranagar,2013,578.22583,295726.169526656
Gujarat,Kheda,2012,459.57144,275059.55765976507
Gujarat,Kheda,2013,442.27274,295726.169526656
Gujarat,Kheda,2014,425.45456,325294.6835829215
Gujarat,Kheda,2015,443.85715,357170.96161432995
Gujarat,Kheda,2016,551.83331,389051.388642098
Gujarat,Sabar Kantha,2009,281.94446,207599.0739151888
Gujarat,Sabar Kantha,2010,240.6842,230317.9363654834
Gujarat,Vadodara,2006,298.0,155994.59231997211
Gujarat,Vadodara,2005,245.03448,143830.23092328678
Gujarat,Vadodara,2004,321.27585,125599.0
Gujarat,Vadodara,2002,179.6875,101603.0
Gujarat,Junagadh,2000,1315.9524,86431.0
Gujarat,Junagadh,2001,1499.7576,93455.0
Gujarat,Surendranagar,2012,1106.125,275059.55765976507
Gujarat,Vadodara,2012,295.47827,275059.55765976507
Gujarat,Surendranagar,2018,541.08698,476857.5206000468
Gujarat,Vadodara,2014,255.23334,325294.6835829215
Gujarat,Bhavnagar,2013,441.74075,295726.169526656
Gujarat,Bhavnagar,2014,414.35294,325294.6835829215
Gujarat,Bhavnagar,2015,368.32257,357170.96161432995
Gujarat,Bhavnagar,2016,341.88461,389051.388642098
Gujarat,Bhavnagar,2017,426.62964,436341.1881495157
Gujarat,Bhavnagar,2018,610.45453,476857.5206000468
Gujarat,Panch Mahals,2018,148.32143,476857.5206000468
Gujarat,Panch Mahals,2017,118.14815,436341.1881495157
Gujarat,Panch Mahals,2016,151.92308,389051.388642098
Gujarat,Panch Mahals,2015,139.84,357170.96161432995
Gujarat,Panch Mahals,2014,159.26086,325294.6835829215
Gujarat,Panch Mahals,2013,169.5,295726.169526656
Gujarat,Vadodara,2013,324.5,295726.169526656
Gujarat,Panch Mahals,2012,172.6842,275059.55765976507
Gujarat,Dohad,2008,92.384613,181896.72028560645
Gujarat,Panch Mahals,2010,152.90909,230317.9363654834
Gujarat,Vadodara,2015,332.5,357170.96161432995
Gujarat,Vadodara,2016,279.20691,389051.388642098
Gujarat,Vadodara,2017,221.25,436341.1881495157
Gujarat,Vadodara,2018,150.46666,476857.5206000468
Gujarat,Panch Mahals,2011,142.125,245624.7334861986
Gujarat,Panch Mahals,2005,143.46666,143830.23092328678
Gujarat,Panch Mahals,2006,114.57143,155994.59231997211
Gujarat,Panch Mahals,2007,163.0,174440.1796476359
Gujarat,Panch Mahals,2008,111.21429,181896.72028560645
Gujarat,Rajkot,2000,355.95834,86431.0
Gujarat,Panch Mahals,2009,118.3125,207599.0739151888
Haryana,Karnal,2017,55.0,205265.6097081125
Haryana,Gurgaon,2016,545.58539,194703.8625258716
Haryana,Gurgaon,2015,236.0,176107.87288928014
Haryana,Gurgaon,2014,403.39999,157518.498520251
Haryana,Gurgaon,2008,467.55554,98272.18742316346
Haryana,Gurgaon,2007,595.20001,91246.97232724828
Haryana,Gurgaon,2006,310.33334,84622.64387279349
Haryana,Gurgaon,2005,222.0,75983.37510148222
Haryana,Karnal,2009,241.45,110550.95729628167
Haryana,Karnal,2010,103.82273,118045.7593653592
Haryana,Karnal,2011,71.875,128124.50214562408
Haryana,Karnal,2012,90.758331,136915.24769762883
Haryana,Karnal,2013,55.054165,148810.91633188594
Haryana,Gurgaon,2013,649.09998,148810.91633188594
Haryana,Gurgaon,2009,1131.25,110550.95729628167
Haryana,Gurgaon,2010,162.625,118045.7593653592
Haryana,Gurgaon,2011,414.375,128124.50214562408
Haryana,Gurgaon,2004,308.25,69688.0
Haryana,Gurgaon,2002,303.0,58410.0
Haryana,Gurgaon,2000,274.0,51090.0
Haryana,Karnal,2014,40.367741,157518.498520251
Haryana,Karnal,2018,112.95,222238.96871550672
Haryana,Karnal,2016,51.108509,194703.8625258716
Haryana,Gurgaon,2012,565.58331,136915.24769762883
Haryana,Nuh,2004,636.9231,69688.0
Haryana,Mahendragarh,2001,157.0,55036.0
Haryana,Fatehabad,2004,445.0,69688.0
Haryana,Fatehabad,2005,686.0,75983.37510148222
Haryana,Fatehabad,2006,298.66666,84622.64387279349
Haryana,Fatehabad,2007,480.14285,91246.97232724828
Haryana,Fatehabad,2008,669.5,98272.18742316346
Haryana,Fatehabad,2009,325.16666,110550.95729628167
Haryana,Fatehabad,2010,440.33334,118045.7593653592
Haryana,Fatehabad,2011,230.28572,128124.50214562408
Haryana,Fatehabad,2012,251.42,136915.24769762883
Haryana,Fatehabad,2000,270.70001,51090.0
Haryana,Fatehabad,2013,233.0,148810.91633188594
Haryana,Fatehabad,2015,431.0,176107.87288928014
Haryana,Fatehabad,2016,243.58571,194703.8625258716
Haryana,Fatehabad,2017,171.85715,205265.6097081125
Haryana,Fatehabad,2018,193.5,222238.96871550672
Haryana,Yamunanagar,2005,69.222221,75983.37510148222
Haryana,Yamunanagar,2004,60.788887,69688.0
Haryana,Yamunanagar,2002,49.942104,58410.0
Haryana,Yamunanagar,2001,22.0,55036.0
Haryana,Yamunanagar,2000,26.1,51090.0
Haryana,Fatehabad,2014,236.75,157518.498520251
Haryana,Yamunanagar,2006,59.222221,84622.64387279349
Haryana,Yamunanagar,2007,30.492857,91246.97232724828
Haryana,Yamunanagar,2008,61.084614,98272.18742316346
Haryana,Faridabad,2000,187.0,51090.0
Haryana,Faridabad,2004,134.0,69688.0
Haryana,Faridabad,2008,575.40002,98272.18742316346
Haryana,Faridabad,2009,475.79999,110550.95729628167
Haryana,Faridabad,2010,362.5,118045.7593653592
Haryana,Faridabad,2011,327.85715,128124.50214562408
Haryana,Faridabad,2012,347.33334,136915.24769762883
Haryana,Faridabad,2013,588.59998,148810.91633188594
Haryana,Faridabad,2014,470.66666,157518.498520251
Haryana,Faridabad,2016,602.5235,194703.8625258716
Haryana,Faridabad,2017,583.0,205265.6097081125
Haryana,Faridabad,2018,1077.0,222238.96871550672
Haryana,Yamunanagar,2018,47.157894,222238.96871550672
Haryana,Yamunanagar,2017,30.968824,205265.6097081125
Haryana,Yamunanagar,2016,49.189999,194703.8625258716
Haryana,Yamunanagar,2014,76.346664,157518.498520251
Haryana,Yamunanagar,2013,75.764282,148810.91633188594
Haryana,Yamunanagar,2012,55.023075,136915.24769762883
Haryana,Yamunanagar,2011,56.833332,128124.50214562408
Haryana,Yamunanagar,2010,73.0,118045.7593653592
Haryana,Yamunanagar,2009,52.53846,110550.95729628167
Haryana,Gurgaon,2017,471.20001,205265.6097081125
Haryana,Mahendragarh,2000,1230.1111,51090.0
Haryana,Rohtak,2018,455.54544,222238.96871550672
Haryana,Rohtak,2016,403.08334,194703.8625258716
Haryana,Rewari,2004,358.63635,69688.0
Haryana,Rewari,2002,1940.0909,58410.0
Haryana,Rewari,2001,74.0,55036.0
Haryana,Rewari,2000,410.0,51090.0
Haryana,Mahendragarh,2018,524.625,222238.96871550672
Haryana,Mahendragarh,2017,447.0,205265.6097081125
Haryana,Mahendragarh,2016,423.66666,194703.8625258716
Haryana,Mahendragarh,2015,298.71249,176107.87288928014
Haryana,Mahendragarh,2014,435.0,157518.498520251
Haryana,Rewari,2005,322.0,75983.37510148222
Haryana,Mahendragarh,2013,797.33331,148810.91633188594
Haryana,Mahendragarh,2011,340.79999,128124.50214562408
Haryana,Mahendragarh,2010,264.33334,118045.7593653592
Haryana,Mahendragarh,2009,376.0,110550.95729628167
Haryana,Mahendragarh,2008,494.25,98272.18742316346
Haryana,Mahendragarh,2007,417.60001,91246.97232724828
Haryana,Mahendragarh,2006,664.66669,84622.64387279349
Haryana,Mahendragarh,2005,171.0,75983.37510148222
Haryana,Mahendragarh,2004,138.14285,69688.0
Haryana,Mahendragarh,2002,451.88889,58410.0
Haryana,Mahendragarh,2012,606.25,136915.24769762883
Haryana,Rewari,2006,221.55556,84622.64387279349
Haryana,Rewari,2007,585.72729,91246.97232724828
Haryana,Rewari,2008,570.09088,98272.18742316346
Haryana,Rohtak,2015,381.76923,176107.87288928014
Haryana,Rohtak,2014,358.0,157518.498520251
Haryana,Rohtak,2012,504.84616,136915.24769762883
Haryana,Rohtak,2011,532.3125,128124.50214562408
Haryana,Rohtak,2010,343.78571,118045.7593653592
Haryana,Rohtak,2009,306.83334,110550.95729628167
Haryana,Rohtak,2008,476.4375,98272.18742316346
Haryana,Rohtak,2007,368.57144,91246.97232724828
Haryana,Rohtak,2005,265.375,75983.37510148222
Haryana,Rohtak,2004,489.75,69688.0
Haryana,Rohtak,2002,653.0,58410.0
Haryana,Rohtak,2000,568.00623,51090.0
Haryana,Rewari,2018,587.16669,222238.96871550672
Haryana,Rewari,2017,254.5,205265.6097081125
Haryana,Rewari,2016,628.49591,194703.8625258716
Haryana,Rewari,2014,343.29999,157518.498520251
Haryana,Rewari,2013,165.2,148810.91633188594
Haryana,Rewari,2012,1318.1428,136915.24769762883
Haryana,Rewari,2011,529.44446,128124.50214562408
Haryana,Rewari,2010,384.60001,118045.7593653592
Haryana,Rewari,2009,648.16669,110550.95729628167
Haryana,Rohtak,2017,274.90909,205265.6097081125
Haryana,Gurgaon,2018,538.79498,222238.96871550672
Haryana,Jhajjar,2011,844.64288,128124.50214562408
Haryana,Karnal,2007,62.772728,91246.97232724828
Haryana,Jind,2000,248.5,51090.0
Haryana,Jind,2001,13.0,55036.0
Haryana,Jind,2002,302.19049,58410.0
Haryana,Jind,2004,242.27777,69688.0
Haryana,Jind,2005,317.14999,75983.37510148222
Haryana,Jind,2006,190.88235,84622.64387279349
Haryana,Jind,2007,271.94736,91246.97232724828
Haryana,Jind,2008,213.125,98272.18742316346
Haryana,Jind,2009,242.21053,110550.95729628167
Haryana,Jind,2010,244.125,118045.7593653592
Haryana,Jind,2011,168.27272,128124.50214562408
Haryana,Jind,2012,271.35294,136915.24769762883
Haryana,Jind,2013,277.16666,148810.91633188594
Haryana,Jind,2014,239.07692,157518.498520251
Haryana,Jind,2015,215.16667,176107.87288928014
Haryana,Jind,2016,237.94444,194703.8625258716
Haryana,Jind,2017,259.93332,205265.6097081125
Haryana,Jind,2018,229.99474,222238.96871550672
Haryana,Panchkula,2005,32.333332,75983.37510148222
Haryana,Panchkula,2004,26.816666,69688.0
Haryana,Panchkula,2003,35.0,64156.0
Haryana,Panchkula,2002,59.75,58410.0
Haryana,Panchkula,2001,7.0999999,55036.0
Haryana,Panchkula,2000,24.5,51090.0
Haryana,Palwal,2018,431.17392,222238.96871550672
Haryana,Palwal,2017,402.29999,205265.6097081125
Haryana,Palwal,2016,556.73718,194703.8625258716
Haryana,Panchkula,2006,33.0,84622.64387279349
Haryana,Palwal,2014,770.0,157518.498520251
Haryana,Panchkula,2007,317.0,91246.97232724828
Haryana,Panchkula,2009,36.666668,110550.95729628167
Haryana,Panipat,2018,120.68421,222238.96871550672
Haryana,Panipat,2017,144.35294,205265.6097081125
Haryana,Panipat,2016,132.35294,194703.8625258716
Haryana,Panipat,2015,75.800003,176107.87288928014
Haryana,Panipat,2014,74.721428,157518.498520251
Haryana,Panipat,2013,110.316,148810.91633188594
Haryana,Panipat,2012,189.23529,136915.24769762883
Haryana,Panipat,2011,173.81889,128124.50214562408
Haryana,Panipat,2010,263.15384,118045.7593653592
Haryana,Panipat,2009,147.33333,110550.95729628167
Haryana,Panipat,2008,96.083336,98272.18742316346
Haryana,Karnal,2008,134.92308,98272.18742316346
Haryana,Panipat,2006,161.7,84622.64387279349
Haryana,Panipat,2005,481.0,75983.37510148222
Haryana,Panipat,2004,295.0,69688.0
Haryana,Panipat,2002,271.375,58410.0
Haryana,Panipat,2001,215.5,55036.0
Haryana,Panipat,2000,146.46364,51090.0
Haryana,Panchkula,2018,34.535,222238.96871550672
Haryana,Panchkula,2017,52.764706,205265.6097081125
Haryana,Panchkula,2016,46.42857,194703.8625258716
Haryana,Panchkula,2015,44.461109,176107.87288928014
Haryana,Panchkula,2014,49.0,157518.498520251
Haryana,Panchkula,2013,19.6,148810.91633188594
Haryana,Panchkula,2012,19.85,136915.24769762883
Haryana,Panchkula,2011,19.833334,128124.50214562408
Haryana,Panchkula,2010,26.0,118045.7593653592
Haryana,Panchkula,2008,31.0,98272.18742316346
Haryana,Sonipat,2018,369.81082,222238.96871550672
Haryana,Palwal,2013,462.0,148810.91633188594
Haryana,Palwal,2011,603.40002,128124.50214562408
Haryana,Bhiwani,2009,522.59375,110550.95729628167
Haryana,Bhiwani,2008,659.0,98272.18742316346
Haryana,Bhiwani,2007,341.13635,91246.97232724828
Haryana,Bhiwani,2006,426.65518,84622.64387279349
Haryana,Bhiwani,2005,519.66669,75983.37510148222
Haryana,Bhiwani,2004,364.93225,69688.0
Haryana,Bhiwani,2000,329.23126,51090.0
Haryana,Palwal,2006,228.2,84622.64387279349
Haryana,Palwal,2005,113.33334,75983.37510148222
Haryana,Palwal,2004,571.72729,69688.0
Haryana,Palwal,2002,608.11108,58410.0
Haryana,Palwal,2001,365.0,55036.0
Haryana,Palwal,2000,794.44446,51090.0
Haryana,Nuh,2000,801.63635,51090.0
Haryana,Nuh,2018,539.76923,222238.96871550672
Haryana,Nuh,2017,672.88892,205265.6097081125
Haryana,Nuh,2016,896.24561,194703.8625258716
Haryana,Nuh,2014,376.66666,157518.498520251
Haryana,Nuh,2013,503.0,148810.91633188594
Haryana,Nuh,2012,578.09998,136915.24769762883
Haryana,Nuh,2011,809.27271,128124.50214562408
Haryana,Nuh,2010,303.0,118045.7593653592
Haryana,Nuh,2009,970.22223,110550.95729628167
Haryana,Nuh,2008,874.90002,98272.18742316346
Haryana,Nuh,2007,542.66669,91246.97232724828
Haryana,Nuh,2006,730.08331,84622.64387279349
Haryana,Nuh,2005,532.79999,75983.37510148222
Haryana,Bhiwani,2010,425.73334,118045.7593653592
Haryana,Palwal,2012,326.75,136915.24769762883
Haryana,Bhiwani,2011,428.94446,128124.50214562408
Haryana,Bhiwani,2013,217.7896,148810.91633188594
Haryana,Palwal,2010,334.26666,118045.7593653592
Haryana,Palwal,2009,293.5,110550.95729628167
Haryana,Kaithal,2000,389.875,51090.0
Haryana,Kaithal,2001,210.0,55036.0
Haryana,Kaithal,2002,213.64285,58410.0
Haryana,Kaithal,2004,284.33334,69688.0
Haryana,Kaithal,2005,361.61539,75983.37510148222
Haryana,Kaithal,2006,312.92856,84622.64387279349
Haryana,Kaithal,2007,238.60001,91246.97232724828
Haryana,Kaithal,2008,301.33334,98272.18742316346
Haryana,Kaithal,2009,222.30769,110550.95729628167
Haryana,Kaithal,2010,295.98999,118045.7593653592
Haryana,Kaithal,2011,272.25,128124.50214562408
Haryana,Kaithal,2012,240.63158,136915.24769762883
Haryana,Kaithal,2013,231.5238,148810.91633188594
Haryana,Kaithal,2014,353.03683,157518.498520251
Haryana,Kaithal,2015,267.38889,176107.87288928014
Haryana,Kaithal,2016,266.85715,194703.8625258716
Haryana,Kaithal,2017,324.18182,205265.6097081125
Haryana,Kaithal,2018,204.57692,222238.96871550672
Haryana,Palwal,2008,427.0,98272.18742316346
Haryana,Palwal,2007,572.59998,91246.97232724828
Haryana,Bhiwani,2018,445.0,222238.96871550672
Haryana,Bhiwani,2017,452.09677,205265.6097081125
Haryana,Bhiwani,2016,473.72726,194703.8625258716
Haryana,Bhiwani,2015,309.50323,176107.87288928014
Haryana,Bhiwani,2014,389.88889,157518.498520251
Haryana,Bhiwani,2012,629.89288,136915.24769762883
Haryana,Sonipat,2017,247.36111,205265.6097081125
Haryana,Panipat,2007,133.86667,91246.97232724828
Haryana,Kurukshetra,2017,23.15,205265.6097081125
Haryana,Ambala,2012,118.93571,136915.24769762883
Haryana,Ambala,2013,104.23572,148810.91633188594
Haryana,Ambala,2014,230.84616,157518.498520251
Haryana,Ambala,2015,165.0,176107.87288928014
Haryana,Ambala,2016,127.28333,194703.8625258716
Haryana,Ambala,2017,183.86667,205265.6097081125
Haryana,Ambala,2018,113.93737,222238.96871550672
Haryana,Karnal,2002,220.5,58410.0
Haryana,Karnal,2001,145.5,55036.0
Haryana,Karnal,2000,92.778259,51090.0
Haryana,Kurukshetra,2018,41.714287,222238.96871550672
Haryana,Sonipat,2016,251.94205,194703.8625258716
Haryana,Ambala,2011,159.42857,128124.50214562408
Haryana,Kurukshetra,2016,23.585186,194703.8625258716
Haryana,Kurukshetra,2014,63.087502,157518.498520251
Haryana,Kurukshetra,2013,32.756248,148810.91633188594
Haryana,Kurukshetra,2012,21.228571,136915.24769762883
Haryana,Kurukshetra,2011,37.599998,128124.50214562408
Haryana,Sirsa,2000,389.97223,51090.0
Haryana,Sirsa,2004,251.90909,69688.0
Haryana,Sirsa,2005,219.13333,75983.37510148222
Haryana,Sirsa,2006,244.60606,84622.64387279349
Haryana,Sirsa,2007,187.88889,91246.97232724828
Haryana,Sirsa,2008,229.26923,98272.18742316346
Haryana,Sirsa,2009,250.11935,110550.95729628167
Haryana,Sirsa,2010,287.13333,118045.7593653592
Haryana,Kurukshetra,2015,31.0,176107.87288928014
Haryana,Ambala,2010,256.78571,118045.7593653592
Haryana,Ambala,2009,166.0625,110550.95729628167
Haryana,Ambala,2008,196.7,98272.18742316346
Haryana,Karnal,2006,105.0,84622.64387279349
Haryana,Karnal,2005,219.89999,75983.37510148222
Haryana,Karnal,2004,216.72728,69688.0
Haryana,Ambala,2000,129.30588,51090.0
Haryana,Ambala,2001,98.0,55036.0
Haryana,Ambala,2002,128.52632,58410.0
Haryana,Hisar,2000,240.08824,51090.0
Haryana,Hisar,2001,101.5,55036.0
Haryana,Hisar,2004,322.0625,69688.0
Haryana,Hisar,2005,269.60715,75983.37510148222
Haryana,Hisar,2006,247.40909,84622.64387279349
Haryana,Hisar,2007,242.96153,91246.97232724828
Haryana,Hisar,2008,292.5,98272.18742316346
Haryana,Hisar,2009,194.15909,110550.95729628167
Haryana,Hisar,2010,258.15384,118045.7593653592
Haryana,Hisar,2011,233.496,128124.50214562408
Haryana,Hisar,2012,397.51724,136915.24769762883
Haryana,Hisar,2013,216.51852,148810.91633188594
Haryana,Hisar,2014,347.49524,157518.498520251
Haryana,Hisar,2015,286.58334,176107.87288928014
Haryana,Hisar,2016,428.91666,194703.8625258716
Haryana,Hisar,2017,341.44446,205265.6097081125
Haryana,Hisar,2018,453.35898,222238.96871550672
Haryana,Ambala,2004,253.8,69688.0
Haryana,Ambala,2005,218.58333,75983.37510148222
Haryana,Ambala,2006,170.63637,84622.64387279349
Haryana,Ambala,2007,191.53999,91246.97232724828
Haryana,Sirsa,2011,90.209999,128124.50214562408
Haryana,Sirsa,2012,550.29999,136915.24769762883
Haryana,Rohtak,2013,407.07693,148810.91633188594
Haryana,Sirsa,2014,373.56,157518.498520251
Haryana,Jhajjar,2014,760.875,157518.498520251
Haryana,Jhajjar,2015,481.64706,176107.87288928014
Haryana,Jhajjar,2016,544.875,194703.8625258716
Haryana,Jhajjar,2017,665.26666,205265.6097081125
Haryana,Jhajjar,2018,677.0,222238.96871550672
Haryana,Sonipat,2000,389.0,51090.0
Haryana,Sonipat,2001,543.66669,55036.0
Haryana,Sonipat,2002,530.12,58410.0
Haryana,Sirsa,2013,509.88947,148810.91633188594
Haryana,Sonipat,2004,809.0,69688.0
Haryana,Sonipat,2005,600.25,75983.37510148222
Haryana,Sonipat,2006,386.85715,84622.64387279349
Haryana,Sonipat,2007,389.57895,91246.97232724828
Haryana,Sonipat,2008,336.57144,98272.18742316346
Haryana,Sonipat,2009,335.0,110550.95729628167
Haryana,Sonipat,2010,485.42856,118045.7593653592
Haryana,Sonipat,2011,380.26923,128124.50214562408
Haryana,Sonipat,2012,532.08905,136915.24769762883
Haryana,Sonipat,2013,288.91904,148810.91633188594
Haryana,Sonipat,2014,261.72693,157518.498520251
Haryana,Sonipat,2015,325.10001,176107.87288928014
Haryana,Jhajjar,2013,479.57144,148810.91633188594
Haryana,Jhajjar,2012,618.02802,136915.24769762883
Haryana,Sonipat,2003,22.0,64156.0
Haryana,Jhajjar,2010,253.17647,118045.7593653592
Haryana,Kurukshetra,2005,44.0,75983.37510148222
Haryana,Kurukshetra,2007,61.0,91246.97232724828
Haryana,Nuh,2002,895.9231,58410.0
Haryana,Kurukshetra,2008,130.33333,98272.18742316346
Haryana,Kurukshetra,2009,43.0,110550.95729628167
Haryana,Kurukshetra,2010,24.455555,118045.7593653592
Haryana,Sirsa,2018,267.32257,222238.96871550672
Haryana,Sirsa,2017,638.72729,205265.6097081125
Haryana,Sirsa,2016,490.37839,194703.8625258716
Haryana,Kurukshetra,2000,55.014286,51090.0
Haryana,Jhajjar,2000,319.21579,51090.0
Haryana,Kurukshetra,2002,68.692307,58410.0
Haryana,Kurukshetra,2001,65.333336,55036.0
Haryana,Jhajjar,2003,22.0,64156.0
Haryana,Jhajjar,2009,874.125,110550.95729628167
Haryana,Jhajjar,2008,430.22223,98272.18742316346
Haryana,Jhajjar,2007,302.17648,91246.97232724828
Haryana,Jhajjar,2006,262.69232,84622.64387279349
Haryana,Jhajjar,2005,321.53845,75983.37510148222
Haryana,Jhajjar,2002,80.0,58410.0
Haryana,Jhajjar,2004,428.6842,69688.0
Himachal Pradesh,Hamirpur,2016,171.17599,39829.12431923221
Himachal Pradesh,Hamirpur,2013,24.25,31369.86527948608
Himachal Pradesh,Hamirpur,2007,14.85,21244.86818632309
Himachal Pradesh,Hamirpur,2005,25.0,18542.719524281467
Himachal Pradesh,Mandi,2004,45.111111,17076.0
Himachal Pradesh,Mandi,2009,32.033333,23490.88319411015
Himachal Pradesh,Mandi,2008,54.444443,22282.0484213507
Himachal Pradesh,Mandi,2018,83.333336,44849.35146978371
Himachal Pradesh,Mandi,2015,47.0,36416.76210425714
Himachal Pradesh,Mandi,2007,63.0,21244.86818632309
Himachal Pradesh,Mandi,2006,45.666668,20001.380150077868
Himachal Pradesh,Mandi,2012,63.25,29164.418830040668
Himachal Pradesh,Mandi,2002,42.111111,14617.0
Himachal Pradesh,Mandi,2003,49.666668,15596.0
Himachal Pradesh,Mandi,2005,30.111111,18542.719524281467
Himachal Pradesh,Mandi,2014,80.0,33700.07156087388
Himachal Pradesh,Kangra,2011,35.919998,27363.98980603143
Himachal Pradesh,Kangra,2015,43.388889,36416.76210425714
Himachal Pradesh,Kullu,2011,22.666666,27363.98980603143
Himachal Pradesh,Kullu,2010,14.033333,25458.06031431403
Himachal Pradesh,Kullu,2009,13.033333,23490.88319411015
Himachal Pradesh,Kullu,2008,23.049999,22282.0484213507
Himachal Pradesh,Kullu,2007,20.333334,21244.86818632309
Himachal Pradesh,Kullu,2006,16.666666,20001.380150077868
Himachal Pradesh,Kullu,2005,20.333334,18542.719524281467
Himachal Pradesh,Kullu,2003,23.666666,15596.0
Himachal Pradesh,Kullu,2002,23.0,14617.0
Himachal Pradesh,Kullu,2001,14.0,13938.0
Himachal Pradesh,Kullu,2012,40.333332,29164.418830040668
Himachal Pradesh,Kullu,2018,64.0,44849.35146978371
Himachal Pradesh,Kangra,2000,60.049999,13262.0
Himachal Pradesh,Kangra,2002,14.0,14617.0
Himachal Pradesh,Kangra,2003,44.25,15596.0
Himachal Pradesh,Kangra,2004,39.5,17076.0
Himachal Pradesh,Kangra,2005,42.917393,18542.719524281467
Himachal Pradesh,Kangra,2006,42.884617,20001.380150077868
Himachal Pradesh,Kangra,2007,38.5,21244.86818632309
Himachal Pradesh,Kangra,2008,47.869564,22282.0484213507
Himachal Pradesh,Kangra,2009,20.633333,23490.88319411015
