state,district,year,chloride,sdp,gini,predicted_chloride,residuals
Andhra Pradesh,Krishna,2005,692.90002,227457.9878258872,0.33,185.03115355960193,507.8688664403981
Andhra Pradesh,West Godavari,2014,432.125,397064.0,0.26,254.0564325262014,178.0685674737986
Andhra Pradesh,Visakhapatanam,2015,180.30281,446997.0,0.42,265.1248845708615,-84.82207457086153
Andhra Pradesh,Visakhapatanam,2014,146.57378,397064.0,0.42,254.0564325264715,-107.4826525264715
Andhra Pradesh,Visakhapatanam,2013,210.01785,360239.0,0.42,243.36739181664936,-33.34954181664935
Andhra Pradesh,Visakhapatanam,2012,149.64865,341335.0,0.42,237.00245278404486,-87.35380278404486
Andhra Pradesh,Visakhapatanam,2011,213.21317,339996.0,0.42,236.5284087704437,-23.3152387704437
Andhra Pradesh,Anantapur,2007,243.85185,282693.9814360441,0.27,213.26035460543713,30.591495394562884
Andhra Pradesh,Visakhapatanam,2010,198.75676,330210.7804378922,0.42,232.96965839833425,-34.21289839833423
Andhra Pradesh,Visakhapatanam,2008,192.86757,289919.74396775843,0.42,216.52298181083623,-23.655411810836227
Andhra Pradesh,Anantapur,2018,278.0,558862.0,0.27,277.05532958816946,0.9446704118305433
Andhra Pradesh,Anantapur,2017,307.43478,526626.0,0.27,275.3083787408355,32.12640125916448
Andhra Pradesh,Anantapur,2016,332.80646,477566.0,0.27,270.07124422955945,62.73521577044056
Andhra Pradesh,Anantapur,2015,272.44446,446997.0,0.27,265.12488457060834,7.319575429391648
Andhra Pradesh,Anantapur,2014,254.16667,397064.0,0.27,254.0564325262183,0.11023747378172288
Andhra Pradesh,Anantapur,2013,214.375,360239.0,0.27,243.36739181639615,-28.99239181639615
Andhra Pradesh,Anantapur,2012,171.83333,341335.0,0.27,237.00245278379165,-65.16912278379166
Andhra Pradesh,Anantapur,2011,253.91667,339996.0,0.27,236.52840877019048,17.38826122980953
Andhra Pradesh,Anantapur,2010,215.26923,330210.7804378922,0.27,232.96965839808104,-17.700428398081044
Andhra Pradesh,Anantapur,2009,242.73914,309550.5308999029,0.27,224.9016717423911,17.83746825760889
Andhra Pradesh,Visakhapatanam,2009,202.01579,309550.5308999029,0.42,224.9016717426443,-22.8858817426443
Andhra Pradesh,West Godavari,2013,451.10809,360239.0,0.26,243.36739181637927,207.74069818362074
Andhra Pradesh,Y.S.R.,2018,567.45453,558862.0,0.35,277.0553295883045,290.39920041169546
Andhra Pradesh,West Godavari,2011,492.11111,339996.0,0.26,236.5284087701736,255.5827012298264
Andhra Pradesh,Prakasam,2010,294.02856,330210.7804378922,0.24,232.9696583980304,61.05890160196964
Andhra Pradesh,Prakasam,2011,418.66666,339996.0,0.24,236.52840877013983,182.13825122986015
Andhra Pradesh,Prakasam,2012,315.27585,341335.0,0.24,237.002452783741,78.27339721625899
Andhra Pradesh,Prakasam,2013,329.18182,360239.0,0.24,243.3673918163455,85.81442818365451
Andhra Pradesh,Prakasam,2014,338.8421,397064.0,0.24,254.05643252616764,84.78566747383238
Andhra Pradesh,Prakasam,2015,468.56412,446997.0,0.24,265.1248845705577,203.4392354294423
Andhra Pradesh,Prakasam,2016,494.7037,477566.0,0.24,270.0712442295088,224.63245577049122
Andhra Pradesh,Prakasam,2017,361.62964,526626.0,0.24,275.30837874078486,86.32126125921513
Andhra Pradesh,West Godavari,2012,279.88235,341335.0,0.26,237.00245278377477,42.8798972162252
Andhra Pradesh,Prakasam,2018,480.95999,558862.0,0.24,277.0553295881188,203.9046604118812
Andhra Pradesh,Kurnool,2013,337.47827,360239.0,0.26,243.36739181637927,94.11087818362074
Andhra Pradesh,Kurnool,2012,253.77272,341335.0,0.26,237.00245278377477,16.77026721622522
Andhra Pradesh,East Godavari,2004,394.76666,215455.8737901584,0.28,178.1039047338849,216.6627552661151
Andhra Pradesh,Sri Potti Sriramulu Nellore,2004,319.36365,215455.8737901584,0.27,178.103904733868,141.259745266132
Andhra Pradesh,Sri Potti Sriramulu Nellore,2005,324.07407,227457.9878258872,0.27,185.03115355950064,139.04291644049937
Andhra Pradesh,Sri Potti Sriramulu Nellore,2006,310.67648,251348.62002359648,0.27,197.9662489533109,112.71023104668913
Andhra Pradesh,Sri Potti Sriramulu Nellore,2007,324.96875,282693.9814360441,0.27,213.26035460543713,111.70839539456287
Andhra Pradesh,Sri Potti Sriramulu Nellore,2008,256.70587,289919.74396775843,0.27,216.52298181058302,40.182888189416985
Andhra Pradesh,Kurnool,2014,368.0,397064.0,0.26,254.0564325262014,113.9435674737986
Andhra Pradesh,Prakasam,2008,348.59091,289919.74396775843,0.24,216.52298181053237,132.06792818946764
Andhra Pradesh,East Godavari,2005,343.84375,227457.9878258872,0.28,185.03115355951752,158.81259644048248
Andhra Pradesh,Kurnool,2015,386.71875,446997.0,0.26,265.12488457059146,121.59386542940854
Andhra Pradesh,East Godavari,2018,324.48779,558862.0,0.28,277.05532958818634,47.43246041181368
Andhra Pradesh,Prakasam,2005,439.04349,227457.9878258872,0.24,185.03115355945,254.01233644055003
Andhra Pradesh,Prakasam,2006,398.88235,251348.62002359648,0.24,197.96624895326025,200.91610104673973
Andhra Pradesh,Prakasam,2007,345.32144,282693.9814360441,0.24,213.26035460538648,132.0610853946135
Andhra Pradesh,East Godavari,2017,252.13043,526626.0,0.28,275.3083787408524,-23.1779487408524
Andhra Pradesh,East Godavari,2016,208.27451,477566.0,0.28,270.07124422957634,-61.796734229576344
Andhra Pradesh,East Godavari,2015,192.58824,446997.0,0.28,265.1248845706252,-72.53664457062521
Andhra Pradesh,East Godavari,2014,256.3793,397064.0,0.28,254.05643252623517,2.3228674737648305
Andhra Pradesh,East Godavari,2013,253.48215,360239.0,0.28,243.36739181641303,10.114758183586957
Andhra Pradesh,East Godavari,2012,224.66667,341335.0,0.28,237.00245278380854,-12.335782783808526
Andhra Pradesh,East Godavari,2011,256.60001,339996.0,0.28,236.52840877020736,20.071601229792634
Andhra Pradesh,East Godavari,2010,352.375,330210.7804378922,0.28,232.96965839809792,119.40534160190208
Andhra Pradesh,East Godavari,2009,268.71875,309550.5308999029,0.28,224.90167174240798,43.817078257592016
Andhra Pradesh,East Godavari,2008,299.54544,289919.74396775843,0.28,216.5229818105999,83.02245818940008
Andhra Pradesh,East Godavari,2007,331.67648,282693.9814360441,0.28,213.260354605454,118.41612539454601
Andhra Pradesh,East Godavari,2006,322.23529,251348.62002359648,0.28,197.96624895332778,124.26904104667224
Andhra Pradesh,Kurnool,2018,397.63159,558862.0,0.26,277.0553295881526,120.57626041184744
Andhra Pradesh,Kurnool,2017,289.03333,526626.0,0.26,275.3083787408186,13.724951259181353
Andhra Pradesh,Kurnool,2016,440.75757,477566.0,0.26,270.0712442295426,170.68632577045742
Andhra Pradesh,Sri Potti Sriramulu Nellore,2009,324.21875,309550.5308999029,0.27,224.9016717423911,99.3170782576089
Andhra Pradesh,Sri Potti Sriramulu Nellore,2010,355.46875,330210.7804378922,0.27,232.96965839808104,122.49909160191896
Andhra Pradesh,Prakasam,2009,424.3793,309550.5308999029,0.24,224.90167174234045,199.47762825765955
Andhra Pradesh,Kurnool,2011,329.60001,339996.0,0.26,236.5284087701736,93.0716012298264
Andhra Pradesh,Vizianagaram,2016,152.70213,477566.0,0.28,270.07124422957634,-117.36911422957633
Andhra Pradesh,Vizianagaram,2015,180.63158,446997.0,0.28,265.1248845706252,-84.49330457062521
Andhra Pradesh,Vizianagaram,2014,200.89743,397064.0,0.28,254.05643252623517,-53.159002526235156
Andhra Pradesh,Vizianagaram,2013,216.70589,360239.0,0.28,243.36739181641303,-26.661501816413022
Andhra Pradesh,Vizianagaram,2012,121.17391,341335.0,0.28,237.00245278380854,-115.82854278380853
Andhra Pradesh,Sri Potti Sriramulu Nellore,2011,416.02942,339996.0,0.27,236.52840877019048,179.50101122980954
Andhra Pradesh,Vizianagaram,2010,198.13043,330210.7804378922,0.28,232.96965839809792,-34.83922839809793
Andhra Pradesh,Vizianagaram,2009,136.08696,309550.5308999029,0.28,224.90167174240798,-88.81471174240798
Andhra Pradesh,Guntur,2010,355.32501,330210.7804378922,0.33,232.96965839818233,122.35535160181769
Andhra Pradesh,Guntur,2011,392.97437,339996.0,0.33,236.52840877029178,156.44596122970825
Andhra Pradesh,West Godavari,2004,514.72729,215455.8737901584,0.26,178.10390473385112,336.62338526614894
Andhra Pradesh,West Godavari,2005,697.0,227457.9878258872,0.26,185.03115355948376,511.96884644051624
Andhra Pradesh,West Godavari,2006,223.8647,251348.62002359648,0.26,197.966248953294,25.898451046705986
Andhra Pradesh,West Godavari,2007,265.0,282693.9814360441,0.26,213.26035460542025,51.73964539457975
Andhra Pradesh,West Godavari,2008,222.61111,289919.74396775843,0.26,216.52298181056614,6.08812818943386
Andhra Pradesh,West Godavari,2009,560.06665,309550.5308999029,0.26,224.90167174237422,335.16497825762576
Andhra Pradesh,West Godavari,2010,427.29413,330210.7804378922,0.26,232.96965839806415,194.32447160193584
Andhra Pradesh,Vizianagaram,2017,140.7,526626.0,0.28,275.3083787408524,-134.6083787408524
Andhra Pradesh,Guntur,2009,383.23685,309550.5308999029,0.33,224.9016717424924,158.3351782575076
Andhra Pradesh,Vizianagaram,2011,172.18182,339996.0,0.28,236.52840877020736,-64.34658877020738
Andhra Pradesh,Guntur,2007,469.52499,282693.9814360441,0.33,213.26035460553842,256.2646353944616
Andhra Pradesh,Kurnool,2010,263.83334,330210.7804378922,0.26,232.96965839806415,30.863681601935866
Andhra Pradesh,Kurnool,2009,392.26315,309550.5308999029,0.26,224.90167174237422,167.36147825762578
Andhra Pradesh,Kurnool,2008,472.19232,289919.74396775843,0.26,216.52298181056614,255.66933818943386
Andhra Pradesh,Guntur,2008,473.39474,289919.74396775843,0.33,216.5229818106843,256.8717581893157
Andhra Pradesh,Kurnool,2007,476.20691,282693.9814360441,0.26,213.26035460542025,262.9465553945797
Andhra Pradesh,Kurnool,2006,346.33334,251348.62002359648,0.26,197.966248953294,148.367091046706
Andhra Pradesh,Kurnool,2005,285.26666,227457.9878258872,0.26,185.03115355948376,100.23550644051625
Andhra Pradesh,Kurnool,2004,260.58823,215455.8737901584,0.26,178.10390473385112,82.48432526614889
Andhra Pradesh,Sri Potti Sriramulu Nellore,2012,225.0,341335.0,0.27,237.00245278379165,-12.002452783791654
Andhra Pradesh,Sri Potti Sriramulu Nellore,2013,219.49025,360239.0,0.27,243.36739181639615,-23.877141816396147
Andhra Pradesh,Sri Potti Sriramulu Nellore,2014,282.00168,397064.0,0.27,254.0564325262183,27.945247473781734
Andhra Pradesh,Vizianagaram,2018,161.4359,558862.0,0.28,277.05532958818634,-115.61942958818634
Andhra Pradesh,Guntur,2004,386.23334,215455.8737901584,0.33,178.1039047339693,208.1294352660307
Andhra Pradesh,Srikakulam,2018,213.71428,558862.0,0.27,277.05532958816946,-63.341049588169454
Andhra Pradesh,Guntur,2006,463.1282,251348.62002359648,0.33,197.9662489534122,265.1619510465878
Andhra Pradesh,Guntur,2005,482.27777,227457.9878258872,0.33,185.03115355960193,297.24661644039804
Arunachal Pradesh,East Siang,2015,63.333332,12889.0,0.28,13.743259786639173,49.59007221336083
Arunachal Pradesh,East Siang,2014,46.333336,13082.0,0.28,13.945859163206446,32.38747683679355
Arunachal Pradesh,Tirap,2018,31.905001,14897.0,0.22,15.846546891997892,16.058454108002106
Arunachal Pradesh,Lohit,2015,27.99,12889.0,0.31,13.743259786689814,14.246740213310185
Arunachal Pradesh,Lohit,2016,11.042675,13396.0,0.31,14.275276373748252,-3.2326013737482526
Arunachal Pradesh,Papum Pare,2017,35.450001,13923.0,0.3,14.827593948437357,20.622407051562643
Arunachal Pradesh,Papum Pare,2018,19.31785,14897.0,0.3,15.846546892132936,3.4713031078670635
Arunachal Pradesh,Papum Pare,2016,13.330664,13396.0,0.3,14.275276373731373,-0.9446123737313723
Arunachal Pradesh,Papum Pare,2015,17.266666,12889.0,0.3,13.743259786672935,3.523406213327066
Arunachal Pradesh,Papum Pare,2014,71.800003,13082.0,0.3,13.945859163240208,57.854143836759796
Arunachal Pradesh,East Siang,2016,23.749031,13396.0,0.28,14.275276373697611,9.473754626302387
Arunachal Pradesh,East Siang,2018,37.222504,14897.0,0.28,15.846546892099175,21.375957107900824
Arunachal Pradesh,Tirap,2016,19.544069,13396.0,0.22,14.275276373596329,5.2687926264036715
Arunachal Pradesh,Changlang,2018,31.905001,14897.0,0.3,15.846546892132936,16.058454107867064
Arunachal Pradesh,Tirap,2015,39.32,12889.0,0.22,13.743259786537891,25.57674021346211
Arunachal Pradesh,Changlang,2015,42.233334,12889.0,0.3,13.743259786672935,28.490074213327063
Arunachal Pradesh,Changlang,2016,19.171009,13396.0,0.3,14.275276373731373,4.895732626268629
Arunachal Pradesh,Lower Subansiri,2016,29.9907,13396.0,0.33,14.275276373782013,15.715423626217987
Arunachal Pradesh,Lohit,2018,17.725,14897.0,0.31,15.846546892149815,1.878453107850186
Arunachal Pradesh,Tirap,2017,20.088333,13923.0,0.22,14.827593948302313,5.260739051697685
Assam,Sonitpur,2015,53.627274,167629.0,0.19,147.5542018562854,-93.9269278562854
Assam,Sonitpur,2016,27.855316,179632.0,0.19,155.6720854503131,-127.81676945031309
Assam,Baksa,2018,28.360001,204627.0,0.2,171.60299248690575,-143.24299148690574
Assam,Baksa,2016,23.633295,179632.0,0.2,155.67208545032997,-132.03879045032997
Assam,Baksa,2015,65.0,167629.0,0.2,147.55420185630229,-82.55420185630229
Assam,Baksa,2014,25.849998,146425.0,0.2,132.45560049655185,-106.60560249655185
Assam,Sonitpur,2017,52.358463,195262.0,0.19,165.7865821650673,-113.4281191650673
Assam,Sonitpur,2018,38.108749,204627.0,0.19,171.60299248688887,-133.49424348688888
Assam,Sonitpur,2014,68.711113,146425.0,0.19,132.45560049653497,-63.74448749653497
Assam,Goalpara,2016,23.966352,179632.0,0.24,155.67208545039747,-131.70573345039747
Assam,Hailakandi,2016,32.495934,179632.0,0.21,155.67208545034683,-123.17615145034682
Assam,Goalpara,2018,35.006874,204627.0,0.24,171.60299248697325,-136.59611848697324
Assam,Goalpara,2015,33.916668,167629.0,0.24,147.5542018563698,-113.63753385636979
Assam,Goalpara,2014,38.257145,146425.0,0.24,132.45560049661935,-94.19845549661935
Assam,Lakhimpur,2014,34.530769,146425.0,0.21,132.4556004965687,-97.92483149656871
Assam,Golaghat,2014,63.5,146425.0,0.22,132.4556004965856,-68.95560049658559
Assam,Golaghat,2015,56.400002,167629.0,0.22,147.55420185633602,-91.15419985633602
Assam,Golaghat,2016,40.636467,179632.0,0.22,155.6720854503637,-115.0356184503637
Assam,Golaghat,2018,41.210625,204627.0,0.22,171.60299248693948,-130.3923674869395
Assam,Lakhimpur,2015,27.4,167629.0,0.21,147.55420185631914,-120.15420185631913
Assam,Hailakandi,2018,172.69214,204627.0,0.21,171.6029924869226,1.0891475130773927
Assam,Lakhimpur,2017,40.178333,195262.0,0.21,165.78658216510104,-125.60824916510103
Assam,Sivasagar,2016,35.383839,179632.0,0.23,155.6720854503806,-120.2882464503806
Assam,Sivasagar,2015,57.650002,167629.0,0.23,147.5542018563529,-89.9041998563529
Assam,Sivasagar,2014,64.0,146425.0,0.23,132.45560049660247,-68.45560049660247
Assam,Lakhimpur,2018,33.516365,204627.0,0.21,171.6029924869226,-138.0866274869226
Assam,Hailakandi,2017,30.131668,195262.0,0.21,165.78658216510104,-135.65491416510105
Assam,Hailakandi,2015,136.0,167629.0,0.21,147.55420185631914,-11.554201856319139
Assam,Lakhimpur,2016,40.585697,179632.0,0.21,155.67208545034683,-115.08638845034682
Assam,Kokrajhar,2016,27.783825,179632.0,0.23,155.6720854503806,-127.88826045038059
Assam,Dibrugarh,2017,14.1825,195262.0,0.27,165.78658216520233,-151.60408216520233
Assam,Udalguri,2015,56.822224,167629.0,0.19,147.5542018562854,-90.7319778562854
Assam,Udalguri,2016,38.858246,179632.0,0.19,155.6720854503131,-116.81383945031308
Assam,Kamrup,2018,53.411335,204627.0,0.24,171.60299248697325,-118.19165748697324
Assam,Kamrup,2016,45.487823,179632.0,0.24,155.67208545039747,-110.18426245039748
Assam,Kamrup,2015,68.979996,167629.0,0.24,147.5542018563698,-78.57420585636979
Assam,Kamrup,2014,87.866669,146425.0,0.24,132.45560049661935,-44.58893149661935
Assam,Kamrup Metropolitan,2018,68.742172,204627.0,0.31,171.60299248709143,-102.86082048709143
Assam,Kamrup Metropolitan,2017,42.540001,195262.0,0.31,165.78658216526986,-123.24658116526987
Assam,Kamrup Metropolitan,2016,85.227615,179632.0,0.31,155.67208545051565,-70.44447045051565
Assam,Kamrup Metropolitan,2015,82.671425,167629.0,0.31,147.55420185648796,-64.88277685648796
Assam,Kamrup Metropolitan,2014,70.0625,146425.0,0.31,132.45560049673753,-62.39310049673753
Assam,Jorhat,2014,48.299999,146425.0,0.31,132.45560049673753,-84.15560149673753
