state,district,year,chloride,sdp,gini,predicted_chloride,residuals
Chhattisgarh,Dhamtari,2017,56.941936,194073.0,0.3,165.03511747156946,-108.09318147156947
Chhattisgarh,Dhamtari,2018,101.075,209211.0,0.3,174.3841631841603,-73.30916318416028
Chhattisgarh,Jammu,2003,59.234043,80689.13119305942,0.31,79.26870226295019,-20.034659262950186
Chhattisgarh,Rajnandgaon,2018,83.595833,209211.0,0.31,174.38416318417717,-90.78833018417717
Chhattisgarh,Rajnandgaon,2017,99.383064,194073.0,0.31,165.03511747158635,-65.65205347158634
Chhattisgarh,Rajnandgaon,2016,110.16046,187541.0,0.31,160.85420375093537,-50.69374375093537
Chhattisgarh,Mahasamund,2015,41.177273,168879.0,0.25,148.41394964942063,-107.23667664942063
Chhattisgarh,Mahasamund,2016,70.212967,187541.0,0.25,160.85420375083407,-90.64123675083407
Chhattisgarh,Mahasamund,2017,54.402,194073.0,0.25,165.03511747148505,-110.63311747148505
Chhattisgarh,Durg,2001,76.95652,69095.92750038931,0.36,68.85252905011237,8.103990949887631
Chhattisgarh,Durg,2002,53.545456,67928.20822216055,0.36,67.78567346557868,-14.24021746557868
Chhattisgarh,Durg,2004,44.789474,85010.50532014725,0.36,83.07015618973652,-38.280682189736524
Chhattisgarh,Durg,2005,57.611111,86399.03557352198,0.36,84.28232360759323,-26.671212607593226
Chhattisgarh,Dhamtari,2016,52.140625,187541.0,0.3,160.8542037509185,-108.71357875091849
Chhattisgarh,Dhamtari,2015,68.904549,168879.0,0.3,148.41394964950504,-79.50940064950504
Chhattisgarh,Dhamtari,2014,43.128571,165354.0,0.3,145.9808555145842,-102.8522845145842
Chhattisgarh,Dhamtari,2013,71.375,163494.0,0.3,144.68624546374164,-73.31124546374164
Chhattisgarh,Surguja,2001,29.115385,69095.92750038931,0.25,68.85252904992667,-39.73714404992667
Chhattisgarh,Surguja,2002,34.21212,67928.20822216055,0.25,67.78567346539299,-33.57355346539299
Chhattisgarh,Surguja,2004,24.4,85010.50532014725,0.25,83.07015618955083,-58.67015618955083
Chhattisgarh,Surguja,2005,17.545454,86399.03557352198,0.25,84.28232360740753,-66.73686960740753
Chhattisgarh,Surguja,2006,21.558823,102835.45434201976,0.25,98.28989292607653,-76.73106992607653
Chhattisgarh,Dhamtari,2002,32.583332,67928.20822216055,0.3,67.7856734654774,-35.2023414654774
Chhattisgarh,Surguja,2008,21.225,118439.98738179456,0.25,111.01295907133321,-89.7879590713332
Chhattisgarh,Surguja,2009,30.066668,121728.50355879591,0.25,113.6235942738441,-83.55692627384411
Chhattisgarh,Surguja,2012,36.19149,148760.0,0.25,134.16623966687928,-97.97474966687928
Chhattisgarh,Surguja,2013,34.804348,163494.0,0.25,144.68624546365723,-109.88189746365722
Chhattisgarh,Surguja,2014,31.280645,165354.0,0.25,145.98085551449978,-114.70021051449979
Chhattisgarh,Surguja,2015,25.714544,168879.0,0.25,148.41394964942063,-122.69940564942063
Chhattisgarh,Surguja,2016,25.378872,187541.0,0.25,160.85420375083407,-135.47533175083407
Chhattisgarh,Janjgir-Champa,2001,99.699997,69095.92750038931,0.24,68.85252904990979,30.847467950090206
Chhattisgarh,Surguja,2017,30.273611,194073.0,0.25,165.03511747148505,-134.76150647148506
Chhattisgarh,Dhamtari,2004,41.333332,85010.50532014725,0.3,83.07015618963524,-41.73682418963524
Chhattisgarh,Dhamtari,2005,26.5,86399.03557352198,0.3,84.28232360749195,-57.782323607491946
Chhattisgarh,Dhamtari,2006,29.200001,102835.45434201976,0.3,98.28989292616095,-69.08989192616094
Chhattisgarh,Dhamtari,2007,34.8125,111148.14951274091,0.3,105.13677362764055,-70.32427362764055
Chhattisgarh,Dhamtari,2008,37.1875,118439.98738179456,0.3,111.01295907141763,-73.82545907141763
Chhattisgarh,Dhamtari,2009,24.0,121728.50355879591,0.3,113.62359427392852,-89.62359427392852
Chhattisgarh,Dhamtari,2011,14.0,142273.0,0.3,129.3842135643421,-115.3842135643421
Chhattisgarh,Dhamtari,2012,49.315788,148760.0,0.3,134.1662396669637,-84.85045166696369
Chhattisgarh,Mahasamund,2014,73.952942,165354.0,0.25,145.98085551449978,-72.02791351449979
Chhattisgarh,Mahasamund,2013,79.823532,163494.0,0.25,144.68624546365723,-64.86271346365723
Chhattisgarh,Mahasamund,2012,93.470589,148760.0,0.25,134.16623966687928,-40.695650666879274
Chhattisgarh,Mahasamund,2009,38.200001,121728.50355879591,0.25,113.6235942738441,-75.4235932738441
Chhattisgarh,Mahasamund,2008,56.25,118439.98738179456,0.25,111.01295907133321,-54.76295907133321
Chhattisgarh,Surguja,2018,26.346165,209211.0,0.25,174.38416318407587,-148.0379981840759
Chhattisgarh,Janjgir-Champa,2002,97.550003,67928.20822216055,0.24,67.7856734653761,29.764329534623897
Chhattisgarh,Janjgir-Champa,2004,75.647057,85010.50532014725,0.24,83.07015618953395,-7.423099189533943
Chhattisgarh,Rajnandgaon,2015,91.496773,168879.0,0.31,148.41394964952192,-56.91717664952192
Chhattisgarh,Durg,2008,44.0,118439.98738179456,0.36,111.0129590715189,-67.0129590715189
Chhattisgarh,Durg,2009,54.909092,121728.50355879591,0.36,113.6235942740298,-58.7145022740298
Chhattisgarh,Rajnandgaon,2012,73.272728,148760.0,0.31,134.16623966698057,-60.89351166698057
Chhattisgarh,Rajnandgaon,2009,82.625,121728.50355879591,0.31,113.62359427394539,-30.998594273945386
Chhattisgarh,Durg,2011,34.0,142273.0,0.36,129.38421356444337,-95.38421356444337
Chhattisgarh,Durg,2012,71.511108,148760.0,0.36,134.16623966706496,-62.655131667064964
Chhattisgarh,Durg,2013,46.0,163494.0,0.36,144.6862454638429,-98.68624546384291
Chhattisgarh,Durg,2014,76.02549,165354.0,0.36,145.98085551468546,-69.95536551468545
Chhattisgarh,Durg,2015,81.930954,168879.0,0.36,148.4139496496063,-66.48299564960631
Chhattisgarh,Durg,2016,83.885002,187541.0,0.36,160.85420375101975,-76.96920175101975
Chhattisgarh,Rajnandgaon,2008,124.79166,118439.98738179456,0.31,111.0129590714345,13.778700928565499
Chhattisgarh,Rajnandgaon,2007,50.5,111148.14951274091,0.31,105.13677362765742,-54.63677362765742
Chhattisgarh,Rajnandgaon,2006,80.739128,102835.45434201976,0.31,98.28989292617781,-17.55076492617782
Chhattisgarh,Durg,2007,50.142857,111148.14951274091,0.36,105.13677362774183,-54.99391662774183
Chhattisgarh,Rajnandgaon,2005,40.200001,86399.03557352198,0.31,84.28232360750881,-44.082322607508814
Chhattisgarh,Durg,2018,65.125,209211.0,0.36,174.38416318426155,-109.25916318426155
Chhattisgarh,Rajnandgaon,2004,43.555557,85010.50532014725,0.31,83.07015618965211,-39.51459918965211
Chhattisgarh,Rajnandgaon,2002,49.105263,67928.20822216055,0.31,67.78567346549427,-18.68041046549427
Chhattisgarh,Rajnandgaon,2001,82.631577,69095.92750038931,0.31,68.85252905002795,13.779047949972039
Chhattisgarh,Mahasamund,2007,53.210526,111148.14951274091,0.25,105.13677362755614,-51.92624762755614
Chhattisgarh,Mahasamund,2006,45.117645,102835.45434201976,0.25,98.28989292607653,-53.17224792607653
Chhattisgarh,Mahasamund,2005,47.058823,86399.03557352198,0.25,84.28232360740753,-37.22350060740754
Chhattisgarh,Mahasamund,2004,49.736843,85010.50532014725,0.25,83.07015618955083,-33.33331318955083
Chhattisgarh,Durg,2017,81.866791,194073.0,0.36,165.03511747167073,-83.16832647167072
Chhattisgarh,Durg,2006,56.222221,102835.45434201976,0.36,98.28989292626223,-42.06767192626223
Chhattisgarh,Jashpur,2017,29.387501,194073.0,0.22,165.0351174714344,-135.6476164714344
Chhattisgarh,Rajnandgaon,2014,122.73666,165354.0,0.31,145.98085551460107,-23.244195514601074
Chhattisgarh,Rajnandgaon,2013,14.0,163494.0,0.31,144.68624546375852,-130.68624546375852
Chhattisgarh,Janjgir-Champa,2005,69.782608,86399.03557352198,0.24,84.28232360739065,-14.499715607390655
Chhattisgarh,Janjgir-Champa,2006,68.120003,102835.45434201976,0.24,98.28989292605965,-30.169889926059653
Chhattisgarh,Janjgir-Champa,2007,77.090912,111148.14951274091,0.24,105.13677362753926,-28.045861627539253
Chhattisgarh,Janjgir-Champa,2008,118.0,118439.98738179456,0.24,111.01295907131633,6.987040928683669
Chhattisgarh,Janjgir-Champa,2009,66.800003,121728.50355879591,0.24,113.62359427382722,-46.82359127382722
Chhattisgarh,Janjgir-Champa,2012,72.695656,148760.0,0.24,134.1662396668624,-61.470583666862396
Chhattisgarh,Janjgir-Champa,2013,92.0,163494.0,0.24,144.68624546364035,-52.68624546364035
Chhattisgarh,Janjgir-Champa,2014,87.548279,165354.0,0.24,145.9808555144829,-58.4325765144829
Chhattisgarh,Janjgir-Champa,2015,113.59743,168879.0,0.24,148.41394964940375,-34.816519649403745
Chhattisgarh,Janjgir-Champa,2016,82.086044,187541.0,0.24,160.8542037508172,-78.76815975081719
Chhattisgarh,Janjgir-Champa,2017,77.371155,194073.0,0.24,165.03511747146817,-87.66396247146817
Chhattisgarh,Jashpur,2018,36.761192,209211.0,0.22,174.38416318402523,-137.62297118402523
Chhattisgarh,Janjgir-Champa,2018,85.291512,209211.0,0.24,174.384163184059,-89.092651184059
Chhattisgarh,Jashpur,2002,61.705883,67928.20822216055,0.22,67.78567346534236,-6.079790465342356
Chhattisgarh,Jashpur,2004,38.375,85010.50532014725,0.22,83.0701561895002,-44.695156189500196
Chhattisgarh,Mahasamund,2018,57.099998,209211.0,0.25,174.38416318407587,-117.28416518407587
Chhattisgarh,Jashpur,2006,27.08,102835.45434201976,0.22,98.2898929260259,-71.2098929260259
Chhattisgarh,Jashpur,2007,20.959999,111148.14951274091,0.22,105.1367736275055,-84.17677462750551
Chhattisgarh,Jashpur,2008,24.285715,118439.98738179456,0.22,111.01295907128258,-86.72724407128258
Chhattisgarh,Jashpur,2009,35.111111,121728.50355879591,0.22,113.62359427379347,-78.51248327379346
Chhattisgarh,Jashpur,2011,39.285713,142273.0,0.22,129.38421356420704,-90.09850056420704
Chhattisgarh,Jashpur,2012,40.5,148760.0,0.22,134.16623966682863,-93.66623966682863
Chhattisgarh,Jashpur,2013,34.435898,163494.0,0.22,144.68624546360658,-110.25034746360657
Chhattisgarh,Jashpur,2014,37.433334,165354.0,0.22,145.98085551444913,-108.54752151444913
Chhattisgarh,Jashpur,2015,33.355556,168879.0,0.22,148.41394964936998,-115.05839364936998
Chhattisgarh,Jashpur,2016,31.032352,187541.0,0.22,160.85420375078343,-129.82185175078342
Chhattisgarh,Jashpur,2001,70.75,69095.92750038931,0.22,68.85252904987604,1.8974709501239602
Chhattisgarh,Jashpur,2005,32.583332,86399.03557352198,0.22,84.2823236073569,-51.6989916073569
Chhattisgarh,Surguja,2007,22.611111,111148.14951274091,0.25,105.13677362755614,-82.52566262755613
Chhattisgarh,Bastar,2002,40.363636,67928.20822216055,0.27,67.78567346542675,-27.422037465426754
Chhattisgarh,Bastar,2008,22.879999,118439.98738179456,0.27,111.01295907136698,-88.13296007136698
Chhattisgarh,Bastar,2007,16.333334,111148.14951274091,0.27,105.1367736275899,-88.80343962758991
Chhattisgarh,Bastar,2006,31.166666,102835.45434201976,0.27,98.2898929261103,-67.1232269261103
Chhattisgarh,Bastar,2005,23.51923,86399.03557352198,0.27,84.2823236074413,-60.7630936074413
Chhattisgarh,Bastar,2004,32.791668,85010.50532014725,0.27,83.0701561895846,-50.27848818958459
Chhattisgarh,Bastar,2001,40.76923,69095.92750038931,0.27,68.85252904996044,-28.083299049960438
Chhattisgarh,Bastar,2012,76.625,148760.0,0.27,134.16623966691304,-57.54123966691304
Chhattisgarh,Bastar,2014,29.53125,165354.0,0.27,145.98085551453354,-116.44960551453354
Chhattisgarh,Bastar,2015,36.711109,168879.0,0.27,148.4139496494544,-111.7028406494544
Chhattisgarh,Bastar,2016,47.049999,187541.0,0.27,160.85420375086784,-113.80420475086784
Chhattisgarh,Bastar,2017,38.462502,194073.0,0.27,165.03511747151882,-126.57261547151882
Chhattisgarh,Bastar,2018,45.611111,209211.0,0.27,174.38416318410964,-128.77305218410964
Chhattisgarh,Bastar,2009,19.0,121728.50355879591,0.27,113.62359427387787,-94.62359427387787
Chhattisgarh,Bastar,2011,71.222221,142273.0,0.27,129.38421356429146,-58.16199256429145
Delhi,South,2004,38.0,164909.1092949392,0.34,145.67187723568608,-107.67187723568608
Delhi,East,2004,570.0,164909.1092949392,0.34,145.67187723568608,424.3281227643139
Delhi,East,2005,321.0,181895.0069720344,0.34,157.16831619495753,163.83168380504247
Delhi,East,2007,90.333336,227528.5020639436,0.34,185.07099638792232,-94.73766038792232
Delhi,East,2008,152.0,255869.67082037605,0.34,200.28826435368126,-48.28826435368126
Delhi,East,2010,180.28572,299873.5225927115,0.34,220.85936212020067,-40.573642120200674
Delhi,East,2002,163.0,141114.6703899209,0.34,128.52057586616186,34.47942413383814
Delhi,South,2002,114.8,141114.6703899209,0.34,128.52057586616186,-13.720575866161866
Delhi,South West,2000,516.625,126216.14739672391,0.34,117.14682695072396,399.47817304927605
Delhi,South West,2001,103.0,131069.97558233612,0.34,120.9066554364139,-17.9066554364139
Delhi,South West,2002,724.27271,141114.6703899209,0.34,128.52057586616186,595.7521341338381
Delhi,South West,2003,2864.0,148804.8431632136,0.34,134.1989751168625,2729.8010248831374
Delhi,North East,2000,14.0,126216.14739672391,0.22,117.1468269505214,-103.1468269505214
Delhi,North East,2001,99.0,131069.97558233612,0.22,120.90665543621134,-21.906655436211338
Delhi,North East,2003,865.0,148804.8431632136,0.22,134.19897511665994,730.80102488334
Delhi,South West,2004,383.66666,164909.1092949392,0.34,145.67187723568608,237.9947827643139
Delhi,South,2000,118.0,126216.14739672391,0.34,117.14682695072396,0.8531730492760374
Delhi,South West,2009,1047.0,276907.04286141146,0.34,210.57711302478558,836.4228869752144
Delhi,South West,2008,773.71429,255869.67082037605,0.34,200.28826435368126,573.4260256463187
Delhi,South West,2007,810.875,227528.5020639436,0.34,185.07099638792232,625.8040036120776
Delhi,South West,2006,846.08331,204478.45088035768,0.34,171.5121443840534,674.5711656159466
Delhi,North East,2005,328.0,181895.0069720344,0.22,157.16831619475496,170.83168380524504
Delhi,North East,2007,81.0,227528.5020639436,0.22,185.07099638771976,-104.07099638771976
Delhi,South West,2005,524.77777,181895.0069720344,0.34,157.16831619495753,367.6094538050425
Delhi,North East,2010,139.425,299873.5225927115,0.22,220.8593621199981,-81.4343621199981
Delhi,South,2010,156.5,299873.5225927115,0.34,220.85936212020067,-64.35936212020067
Delhi,South,2009,223.0,276907.04286141146,0.34,210.57711302478558,12.422886975214425
Delhi,South,2008,311.60001,255869.67082037605,0.34,200.28826435368126,111.31174564631874
Delhi,South,2007,247.0,227528.5020639436,0.34,185.07099638792232,61.92900361207768
Delhi,South,2006,111.77778,204478.45088035768,0.34,171.5121443840534,-59.73436438405341
Delhi,South,2005,78.285713,181895.0069720344,0.34,157.16831619495753,-78.88260319495753
Delhi,South West,2010,897.71429,299873.5225927115,0.34,220.85936212020067,676.8549278797993
Delhi,North East,2008,139.25,255869.67082037605,0.22,200.2882643534787,-61.038264353478695
Delhi,North West,2008,460.30383,255869.67082037605,0.36,200.28826435371502,260.015565646285
Delhi,West,2009,2227.1667,276907.04286141146,0.34,210.57711302478558,2016.5895869752146
Delhi,North West,2007,849.0,227528.5020639436,0.36,185.0709963879561,663.929003612044
Delhi,West,2010,2598.0,299873.5225927115,0.34,220.85936212020067,2377.140637879799
Delhi,New Delhi,2010,309.5,299873.5225927115,0.34,220.85936212020067,88.64063787979933
Delhi,New Delhi,2008,246.60001,255869.67082037605,0.34,200.28826435368126,46.31174564631874
Delhi,New Delhi,2007,1313.0,227528.5020639436,0.34,185.07099638792232,1127.9290036120776
Delhi,New Delhi,2006,100.0,204478.45088035768,0.34,171.5121443840534,-71.51214438405341
Delhi,New Delhi,2002,277.0,141114.6703899209,0.34,128.52057586616186,148.47942413383814
Delhi,New Delhi,2000,82.0,126216.14739672391,0.34,117.14682695072396,-35.14682695072396
Delhi,North West,2009,514.69568,276907.04286141146,0.36,210.57711302481934,304.11856697518067
Delhi,North,2010,561.0,299873.5225927115,0.34,220.85936212020067,340.1406378797993
Delhi,North,2009,204.5,276907.04286141146,0.34,210.57711302478558,-6.077113024785575
Delhi,North,2006,448.79999,204478.45088035768,0.34,171.5121443840534,277.2878456159466
Delhi,North,2005,2287.5,181895.0069720344,0.34,157.16831619495753,2130.3316838050423
Delhi,North,2003,1012.2,148804.8431632136,0.34,134.1989751168625,878.0010248831376
Delhi,North,2002,2073.0,141114.6703899209,0.34,128.52057586616186,1944.4794241338382
Delhi,North,2001,135.5,131069.97558233612,0.34,120.9066554364139,14.5933445635861
Delhi,North,2000,306.0,126216.14739672391,0.34,117.14682695072396,188.85317304927605
Delhi,North West,2010,599.31818,299873.5225927115,0.36,220.85936212023444,378.45881787976555
Delhi,New Delhi,2001,57.0,131069.97558233612,0.34,120.9066554364139,-63.9066554364139
Delhi,West,2000,258.0,126216.14739672391,0.34,117.14682695072396,140.85317304927605
Delhi,North West,2006,196.66667,204478.45088035768,0.36,171.51214438408718,25.15452561591283
Delhi,West,2008,429.66666,255869.67082037605,0.34,200.28826435368126,229.37839564631872
Delhi,West,2007,279.0,227528.5020639436,0.34,185.07099638792232,93.92900361207768
Delhi,West,2006,71.0,204478.45088035768,0.34,171.5121443840534,-100.51214438405341
Delhi,West,2005,1047.5,181895.0069720344,0.34,157.16831619495753,890.3316838050425
Delhi,West,2004,621.0,164909.1092949392,0.34,145.67187723568608,475.3281227643139
Delhi,West,2003,1962.0,148804.8431632136,0.34,134.1989751168625,1827.8010248831374
Delhi,North West,2000,406.22223,126216.14739672391,0.36,117.14682695075773,289.0754030492423
Delhi,North West,2001,205.33333,131069.97558233612,0.36,120.90665543644766,84.42667456355233
Delhi,West,2001,27.0,131069.97558233612,0.34,120.9066554364139,-93.9066554364139
Delhi,East,2000,252.25,126216.14739672391,0.34,117.14682695072396,135.10317304927605
Delhi,North West,2005,361.0,181895.0069720344,0.36,157.1683161949913,203.8316838050087
Delhi,North West,2003,456.60001,148804.8431632136,0.36,134.19897511689626,322.40103488310376
Delhi,West,2002,33.333332,141114.6703899209,0.34,128.52057586616186,-95.18724386616186
Delhi,North West,2002,326.61539,141114.6703899209,0.36,128.52057586619563,198.09481413380436
Goa,South Goa,2017,66.324997,47077.0,0.23,48.184207728558256,18.14078927144174
Goa,North Goa,2000,39.411766,13778.514128181148,0.27,14.676236382709208,24.735529617290794
Goa,North Goa,2001,33.407143,14312.76708756778,0.27,15.235636270021466,18.171506729978532
Goa,North Goa,2002,42.5,15183.208494568442,0.27,16.14551132238855,26.35448867761145
Goa,North Goa,2005,85.0,19455.95790197173,0.27,20.584247024145576,64.41575297585442
Goa,South Goa,2000,28.076923,13778.514128181148,0.23,14.676236382641687,13.400686617358314
Goa,South Goa,2001,12.6625,14312.76708756778,0.23,15.235636269953945,-2.5731362699539453
Goa,South Goa,2018,12.214063,47425.0,0.23,48.51997996907581,-36.30591696907581
Goa,South Goa,2002,24.714285,15183.208494568442,0.23,16.145511322321028,8.568773677678973
Goa,South Goa,2007,27.833334,22295.3260449332,0.23,23.50863670224326,4.324697297756742
Goa,South Goa,2008,102.71429,24047.276601228576,0.23,25.303005833773124,77.41128416622688
Goa,North Goa,2010,34.42857,31500.82207139482,0.27,32.85169571878243,1.5768742812175702
Goa,North Goa,2008,93.599998,24047.276601228576,0.27,25.303005833840647,68.29699216615936
Goa,North Goa,2006,28.0,21364.65333562438,0.27,22.552315562405678,5.447684437594322
Goa,South Goa,2012,23.416666,32453.0,0.23,33.806108057712926,-10.389442057712927
Goa,South Goa,2013,24.464285,27971.0,0.23,29.294006711353227,-4.829721711353226
Goa,South Goa,2014,23.6875,36042.0,0.23,37.383408017288716,-13.695908017288716
Goa,South Goa,2015,21.0,41929.0,0.23,43.18257718651257,-22.182577186512567
Goa,South Goa,2016,14.0,46371.0,0.23,47.502108141151304,-33.502108141151304
Goa,South Goa,2006,18.0,21364.65333562438,0.23,22.552315562338155,-4.552315562338155
Goa,North Goa,2007,24.76923,22295.3260449332,0.27,23.50863670231078,1.2605932976892191
Goa,South Goa,2011,48.857143,38009.0,0.23,39.330531572625276,9.526611427374725
Goa,North Goa,2012,34.400002,32453.0,0.27,33.80610805778045,0.5938939422195517
Goa,North Goa,2018,19.096874,47425.0,0.27,48.519979969143336,-29.423105969143336
Goa,North Goa,2013,28.757576,27971.0,0.27,29.29400671142075,-0.5364307114207492
Goa,North Goa,2017,32.604763,47077.0,0.27,48.18420772862578,-15.57944472862578
Goa,North Goa,2014,29.314285,36042.0,0.27,37.38340801735624,-8.069123017356237
Goa,North Goa,2011,37.5,38009.0,0.27,39.3305315726928,-1.8305315726927986
Gujarat,Panch Mahals,2012,172.6842,596659.0,0.23,277.51908500905324,-104.83488500905324
Gujarat,Panch Mahals,2013,169.5,641489.0,0.23,276.0227889710791,-106.52278897107908
Gujarat,Panch Mahals,2010,152.90909,499605.5063968227,0.23,272.82313420110637,-119.91404420110638
Gujarat,The Dangs,2005,30.9375,311996.4362722108,0.31,225.8965655655533,-194.9590655655533
Gujarat,Panch Mahals,2009,118.3125,450323.76586738543,0.23,265.7286330142392,-147.41613301423922
Gujarat,Panch Mahals,2008,111.21429,394570.23835956375,0.23,253.40207809045845,-142.18778809045844
Gujarat,Panch Mahals,2014,159.26086,705629.0,0.23,270.4331233325983,-111.1722633325983
Gujarat,The Dangs,2000,36.5625,187486.06471907915,0.31,160.81866300765236,-124.25616300765236
Gujarat,The Dangs,2001,38.799999,202722.52060396783,0.31,170.43483040774674,-131.63483140774673
Gujarat,The Dangs,2002,30.0,220397.15650232672,0.31,180.99103486535236,-150.99103486535236
Gujarat,Panch Mahals,2011,142.125,532809.0,0.23,275.74401431938685,-133.61901431938685
Gujarat,Banas Kantha,2015,259.0,774775.0,0.22,260.5193802156904,-1.5193802156903757
Gujarat,The Dangs,2006,34.25,338383.36050177214,0.31,235.95337172701417,-201.70337172701417
Gujarat,The Dangs,2007,36.214287,378395.5156254638,0.31,248.91496826069806,-212.70068126069805
Gujarat,The Dangs,2008,40.25,394570.23835956375,0.31,253.4020780905935,-213.1520780905935
Gujarat,The Dangs,2009,28.733334,450323.76586738543,0.31,265.7286330143743,-236.99529901437427
Gujarat,The Dangs,2010,44.941177,499605.5063968227,0.31,272.82313420124143,-227.88195720124142
Gujarat,The Dangs,2011,36.941177,532809.0,0.31,275.7440143195219,-238.8028373195219
Gujarat,The Dangs,2012,46.384617,596659.0,0.31,277.5190850091883,-231.1344680091883
Gujarat,The Dangs,2013,40.0,641489.0,0.31,276.02278897121414,-236.02278897121414
Gujarat,The Dangs,2014,37.349998,705629.0,0.31,270.4331233327334,-233.08312533273337
Gujarat,The Dangs,2015,36.5,774775.0,0.31,260.5193802158423,-224.01938021584232
Gujarat,The Dangs,2016,36.347828,843930.0,0.31,247.34803851773648,-211.0002105177365
Gujarat,Panch Mahals,2007,163.0,378395.5156254638,0.23,248.914968260563,-85.914968260563
Gujarat,Panch Mahals,2006,114.57143,338383.36050177214,0.23,235.9533717268791,-121.3819417268791
Gujarat,Panch Mahals,2005,143.46666,311996.4362722108,0.23,225.89656556541823,-82.42990556541824
Gujarat,Panch Mahals,2004,149.57143,272449.2629108957,0.23,208.46722097951786,-58.89579097951787
Gujarat,Mahesana,2015,374.93332,774775.0,0.32,260.5193802158592,114.41393978414078
Gujarat,Mahesana,2014,498.85715,705629.0,0.32,270.43312333275026,228.42402666724973
Gujarat,Mahesana,2013,609.27271,641489.0,0.32,276.022788971231,333.24992102876894
Gujarat,Mahesana,2012,529.5,596659.0,0.32,277.5190850092052,251.98091499079482
Gujarat,Mahesana,2011,538.07141,532809.0,0.32,275.7440143195388,262.3273956804612
Gujarat,Mahesana,2010,378.53845,499605.5063968227,0.32,272.8231342012583,105.7153157987417
Gujarat,Gandhinagar,2008,178.0,394570.23835956375,0.3,253.40207809057662,-75.40207809057662
Gujarat,Mahesana,2009,329.0,450323.76586738543,0.32,265.72863301439116,63.271366985608836
Gujarat,Mahesana,2008,304.0,394570.23835956375,0.32,253.4020780906104,50.59792190938961
Gujarat,Gandhinagar,2009,170.0,450323.76586738543,0.3,265.7286330143574,-95.7286330143574
Gujarat,Gandhinagar,2010,145.5,499605.5063968227,0.3,272.82313420122455,-127.32313420122455
Gujarat,Gandhinagar,2011,195.5,532809.0,0.3,275.744014319505,-80.24401431950503
Gujarat,Gandhinagar,2012,181.0,596659.0,0.3,277.5190850091714,-96.51908500917142
Gujarat,Gandhinagar,2013,195.5,641489.0,0.3,276.02278897119726,-80.52278897119726
Gujarat,Gandhinagar,2014,273.0,705629.0,0.3,270.4331233327165,2.566876667283509
Gujarat,Gandhinagar,2015,249.0,774775.0,0.3,260.51938021582544,-11.519380215825436
Gujarat,Gandhinagar,2016,383.0,843930.0,0.3,247.3480385177196,135.6519614822804
Gujarat,Gandhinagar,2017,433.0,946511.0,0.3,223.5182118326589,209.4817881673411
Gujarat,Gandhinagar,2018,531.5,1034399.0,0.3,200.77017911855273,330.72982088144727
Gujarat,Mahesana,2007,367.23077,378395.5156254638,0.32,248.91496826071494,118.31580173928506
Gujarat,Mahesana,2006,391.23077,338383.36050177214,0.32,235.95337172703105,155.27739827296895
Gujarat,Mahesana,2005,367.20001,311996.4362722108,0.32,225.89656556557017,141.30344443442985
Gujarat,Mahesana,2002,297.84616,220397.15650232672,0.32,180.99103486536924,116.85512513463075
Gujarat,Mahesana,2001,475.75,202722.52060396783,0.32,170.43483040776363,305.3151695922364
Gujarat,Panch Mahals,2000,102.64286,187486.06471907915,0.23,160.8186630075173,-58.1758030075173
Gujarat,Panch Mahals,2001,135.77777,202722.52060396783,0.23,170.43483040761168,-34.65706040761168
Gujarat,Panch Mahals,2002,79.75,220397.15650232672,0.23,180.9910348652173,-101.2410348652173
Gujarat,The Dangs,2017,38.5,946511.0,0.31,223.51821183267577,-185.01821183267577
Gujarat,The Dangs,2018,35.36842,1034399.0,0.31,200.77017911856962,-165.4017591185696
Gujarat,Panch Mahals,2017,118.14815,946511.0,0.23,223.51821183254071,-105.37006183254071
Gujarat,Panch Mahals,2016,151.92308,843930.0,0.23,247.34803851760142,-95.42495851760143
Gujarat,Anand,2005,684.22223,311996.4362722108,0.21,225.89656556538446,458.32566443461553
Gujarat,Anand,2004,324.25,272449.2629108957,0.21,208.4672209794841,115.7827790205159
Gujarat,Anand,2002,449.0,220397.15650232672,0.21,180.99103486518354,268.00896513481644
Gujarat,Anand,2001,762.16669,202722.52060396783,0.21,170.43483040757792,591.7318595924221
Gujarat,Anand,2000,270.22223,187486.06471907915,0.21,160.81866300748354,109.40356699251649
Gujarat,Amreli,2018,311.54999,1034399.0,0.19,200.77017911836705,110.77981088163293
Gujarat,Amreli,2017,410.26828,946511.0,0.19,223.5182118324732,186.7500681675268
Gujarat,Amreli,2016,375.13159,843930.0,0.19,247.34803851753392,127.7835514824661
Gujarat,Amreli,2015,199.07317,774775.0,0.19,260.5193802156397,-61.446210215639724
Gujarat,Amreli,2014,372.88571,705629.0,0.19,270.4331233325308,102.45258666746923
Gujarat,Amreli,2013,432.23077,641489.0,0.19,276.02278897101155,156.20798102898846
Gujarat,Amreli,2012,373.83871,596659.0,0.19,277.5190850089857,96.31962499101428
Gujarat,Amreli,2011,339.73685,532809.0,0.19,275.7440143193193,63.992835680680685
Gujarat,Sabar Kantha,2009,281.94446,450323.76586738543,0.22,265.72863301422234,16.215826985777653
Gujarat,Sabar Kantha,2010,240.6842,499605.5063968227,0.22,272.8231342010895,-32.138934201089484
Gujarat,Sabar Kantha,2011,284.85001,532809.0,0.22,275.74401431936997,9.10599568063003
