state,district,year,chloride
West Bengal,24 Paraganas North,2000,78.411766
West Bengal,24 Paraganas North,2002,98.555557
West Bengal,24 Paraganas North,2004,71.666664
West Bengal,24 Paraganas North,2005,54.861111
West Bengal,24 Paraganas North,2007,134.625
West Bengal,24 Paraganas North,2008,60.0
West Bengal,24 Paraganas North,2016,100.2
West Bengal,24 Paraganas North,2017,78.07692
West Bengal,24 Paraganas North,2018,75.126717
West Bengal,24 Paraganas South,2000,189.64516
West Bengal,24 Paraganas South,2001,169.94737
West Bengal,24 Paraganas South,2002,226.64706
West Bengal,24 Paraganas South,2004,286.90909
West Bengal,24 Paraganas South,2005,213.74286
West Bengal,24 Paraganas South,2007,193.5
West Bengal,24 Paraganas South,2009,257.65714
West Bengal,24 Paraganas South,2010,296.625
West Bengal,24 Paraganas South,2011,352.92001
West Bengal,24 Paraganas South,2012,263.30768
West Bengal,24 Paraganas South,2013,177.96364
West Bengal,24 Paraganas South,2016,255.11429
West Bengal,24 Paraganas South,2017,276.57407
West Bengal,24 Paraganas South,2018,293.66
Telangana,Adilabad,2004,65.5
Telangana,Adilabad,2005,68.25
Telangana,Adilabad,2006,76.727272
Telangana,Adilabad,2007,80.5
Telangana,Adilabad,2008,164.58333
Telangana,Adilabad,2009,145.25
Telangana,Adilabad,2010,118.36364
Telangana,Adilabad,2011,141.72728
Telangana,Adilabad,2012,55.666668
Telangana,Adilabad,2013,96.63636
Telangana,Adilabad,2014,102.72727
Telangana,Adilabad,2015,124.66666
Telangana,Adilabad,2016,145.375
Telangana,Adilabad,2017,134.16667
Telangana,Adilabad,2018,78.0
Uttar Pradesh,Agra,2000,799.5
Uttar Pradesh,Agra,2002,263.25
Uttar Pradesh,Agra,2004,598.40002
Uttar Pradesh,Agra,2005,297.0
Uttar Pradesh,Agra,2016,202.93871
Uttar Pradesh,Agra,2018,220.233
Gujarat,Ahmadabad,2000,784.0
Gujarat,Ahmadabad,2001,868.09998
Gujarat,Ahmadabad,2002,1258.3077
Gujarat,Ahmadabad,2004,1417.1
Gujarat,Ahmadabad,2005,732.66669
Gujarat,Ahmadabad,2006,578.08331
Gujarat,Ahmadabad,2007,1115.5
Gujarat,Ahmadabad,2008,1135.3
Gujarat,Ahmadabad,2009,1090.7
Gujarat,Ahmadabad,2010,1359.4546
Gujarat,Ahmadabad,2011,1004.5333
Gujarat,Ahmadabad,2012,1095.8889
Gujarat,Ahmadabad,2013,985.83331
Gujarat,Ahmadabad,2014,1050.9091
Gujarat,Ahmadabad,2015,967.90002
Gujarat,Ahmadabad,2016,587.40002
Gujarat,Ahmadabad,2017,1041.7
Gujarat,Ahmadabad,2018,465.375
Maharashtra,Ahmednagar,2000,171.44827
Maharashtra,Ahmednagar,2001,188.39999
Maharashtra,Ahmednagar,2002,173.89999
Maharashtra,Ahmednagar,2004,163.70589
Maharashtra,Ahmednagar,2005,228.27777
Maharashtra,Ahmednagar,2006,186.42693
Maharashtra,Ahmednagar,2007,218.72707
Maharashtra,Ahmednagar,2008,233.78659
Maharashtra,Ahmednagar,2009,214.52499
Maharashtra,Ahmednagar,2012,185.47826
Maharashtra,Ahmednagar,2013,248.16667
Maharashtra,Ahmednagar,2014,179.86667
Maharashtra,Ahmednagar,2015,140.47368
Maharashtra,Ahmednagar,2016,127.46667
Maharashtra,Ahmednagar,2017,134.20111
Maharashtra,Ahmednagar,2018,136.76103
Rajasthan,Ajmer,2000,896.89288
Rajasthan,Ajmer,2001,626.48389
Rajasthan,Ajmer,2002,698.40912
Rajasthan,Ajmer,2004,502.17242
Rajasthan,Ajmer,2005,246.81818
Rajasthan,Ajmer,2006,325.66666
Rajasthan,Ajmer,2007,946.81818
Rajasthan,Ajmer,2008,508.0625
Rajasthan,Ajmer,2009,664.34485
Rajasthan,Ajmer,2010,375.45456
Rajasthan,Ajmer,2011,668.5
Rajasthan,Ajmer,2012,604.88464
Rajasthan,Ajmer,2013,802.0
Rajasthan,Ajmer,2014,407.4762
Rajasthan,Ajmer,2015,689.44446
Rajasthan,Ajmer,2016,703.0
Rajasthan,Ajmer,2017,674.5
Rajasthan,Ajmer,2018,669.94739
Maharashtra,Akola,2000,403.59091
Maharashtra,Akola,2001,264.85715
Maharashtra,Akola,2002,152.0
Maharashtra,Akola,2004,169.3158
Maharashtra,Akola,2005,318.36365
Maharashtra,Akola,2006,200.69231
Maharashtra,Akola,2007,371.01233
Maharashtra,Akola,2008,238.95938
Maharashtra,Akola,2009,162.61539
Maharashtra,Akola,2013,205.61539
Maharashtra,Akola,2014,196.1579
Maharashtra,Akola,2015,129.92857
Maharashtra,Akola,2016,104.42857
Maharashtra,Akola,2017,120.88449
Maharashtra,Akola,2018,158.04053
Kerala,Alappuzha,2000,41.060001
Kerala,Alappuzha,2001,58.163158
Kerala,Alappuzha,2002,42.055557
Kerala,Alappuzha,2004,51.48
Kerala,Alappuzha,2005,40.433334
Kerala,Alappuzha,2006,33.299999
Kerala,Alappuzha,2007,35.278126
Kerala,Alappuzha,2008,31.505882
Kerala,Alappuzha,2009,40.791668
Kerala,Alappuzha,2010,44.443245
Kerala,Alappuzha,2011,32.094116
Kerala,Alappuzha,2012,54.7425
Kerala,Alappuzha,2013,44.029999
Kerala,Alappuzha,2014,24.086206
Kerala,Alappuzha,2015,26.492592
Kerala,Alappuzha,2016,29.068966
Kerala,Alappuzha,2017,41.299999
Kerala,Alappuzha,2018,41.353657
Uttar Pradesh,Aligarh,2000,230.5
Uttar Pradesh,Aligarh,2002,133.28572
Uttar Pradesh,Aligarh,2004,663.59998
Uttar Pradesh,Aligarh,2005,253.0
Uttar Pradesh,Aligarh,2016,135.88667
Uttar Pradesh,Aligarh,2018,219.78999
West Bengal,Alipurduar,2000,41.75
West Bengal,Alipurduar,2001,21.6
West Bengal,Alipurduar,2002,25.200001
West Bengal,Alipurduar,2004,43.833332
West Bengal,Alipurduar,2005,30.5
West Bengal,Alipurduar,2006,32.0
West Bengal,Alipurduar,2008,27.525
West Bengal,Alipurduar,2009,27.299999
West Bengal,Alipurduar,2011,32.0
West Bengal,Alipurduar,2012,20.666666
West Bengal,Alipurduar,2013,55.333332
West Bengal,Alipurduar,2016,55.888889
West Bengal,Alipurduar,2017,30.0
West Bengal,Alipurduar,2018,39.993752
Madhya Pradesh,Alirajpur,2000,197.0
Madhya Pradesh,Alirajpur,2001,253.71428
Madhya Pradesh,Alirajpur,2002,157.66667
Madhya Pradesh,Alirajpur,2004,133.14285
Madhya Pradesh,Alirajpur,2006,191.44444
Madhya Pradesh,Alirajpur,2007,205.72728
Madhya Pradesh,Alirajpur,2008,80.333336
Madhya Pradesh,Alirajpur,2009,138.0
Madhya Pradesh,Alirajpur,2010,113.11111
Madhya Pradesh,Alirajpur,2011,81.166664
Madhya Pradesh,Alirajpur,2012,134.66667
Madhya Pradesh,Alirajpur,2013,201.25
Madhya Pradesh,Alirajpur,2014,137.27272
Madhya Pradesh,Alirajpur,2015,81.0
Madhya Pradesh,Alirajpur,2016,154.7
Madhya Pradesh,Alirajpur,2017,145.41667
Madhya Pradesh,Alirajpur,2018,108.2
Uttarakhand,Almora,2008,14.0
Uttarakhand,Almora,2009,28.0
Uttarakhand,Almora,2012,14.0
Uttarakhand,Almora,2016,21.165001
Rajasthan,Alwar,2000,367.40909
Rajasthan,Alwar,2001,362.93939
Rajasthan,Alwar,2002,359.61292
Rajasthan,Alwar,2004,344.6857
Rajasthan,Alwar,2005,331.82352
Rajasthan,Alwar,2006,181.90909
Rajasthan,Alwar,2007,130.25
Rajasthan,Alwar,2008,205.41667
Rajasthan,Alwar,2009,396.48386
Rajasthan,Alwar,2010,386.83334
Rajasthan,Alwar,2011,476.92593
Rajasthan,Alwar,2012,225.7037
Rajasthan,Alwar,2013,396.46155
Rajasthan,Alwar,2014,302.58823
Rajasthan,Alwar,2015,438.79999
Rajasthan,Alwar,2016,312.61365
Rajasthan,Alwar,2017,261.13333
Rajasthan,Alwar,2018,262.77777
Haryana,Ambala,2000,129.30588
Haryana,Ambala,2001,98.0
Haryana,Ambala,2002,128.52632
Haryana,Ambala,2004,253.8
Haryana,Ambala,2005,218.58333
Haryana,Ambala,2006,170.63637
Haryana,Ambala,2007,191.53999
Haryana,Ambala,2008,196.7
Haryana,Ambala,2009,166.0625
Haryana,Ambala,2010,256.78571
Haryana,Ambala,2011,159.42857
Haryana,Ambala,2012,118.93571
Haryana,Ambala,2013,104.23572
Haryana,Ambala,2014,230.84616
Haryana,Ambala,2015,165.0
Haryana,Ambala,2016,127.28333
Haryana,Ambala,2017,183.86667
Haryana,Ambala,2018,113.93737
Uttar Pradesh,Ambedkar Nagar,2000,46.0
Uttar Pradesh,Ambedkar Nagar,2001,52.666668
Uttar Pradesh,Ambedkar Nagar,2002,54.0
Uttar Pradesh,Ambedkar Nagar,2004,53.75
Uttar Pradesh,Ambedkar Nagar,2016,43.599998
Uttar Pradesh,Ambedkar Nagar,2018,30.171999
Maharashtra,Amravati,2000,209.59822
Maharashtra,Amravati,2001,184.95653
Maharashtra,Amravati,2002,128.04878
Maharashtra,Amravati,2004,144.34042
Maharashtra,Amravati,2005,152.00922
Maharashtra,Amravati,2006,153.69925
Maharashtra,Amravati,2007,153.88641
Maharashtra,Amravati,2008,169.71793
Maharashtra,Amravati,2009,183.95454
Maharashtra,Amravati,2012,96.666664
Maharashtra,Amravati,2013,122.88095
Maharashtra,Amravati,2014,133.28709
Maharashtra,Amravati,2015,122.46
Maharashtra,Amravati,2016,122.57143
Maharashtra,Amravati,2017,143.4007
Maharashtra,Amravati,2018,71.875305
Gujarat,Amreli,2000,579.13043
Gujarat,Amreli,2001,765.75
Gujarat,Amreli,2002,1171.1818
Gujarat,Amreli,2004,439.1875
Gujarat,Amreli,2005,820.46429
Gujarat,Amreli,2006,467.66666
Gujarat,Amreli,2007,526.45715
Gujarat,Amreli,2008,479.2973
Gujarat,Amreli,2009,327.30768
Gujarat,Amreli,2010,455.82758
Gujarat,Amreli,2011,339.73685
Gujarat,Amreli,2012,373.83871
Gujarat,Amreli,2013,432.23077
Gujarat,Amreli,2014,372.88571
Gujarat,Amreli,2015,199.07317
Gujarat,Amreli,2016,375.13159
Gujarat,Amreli,2017,410.26828
Gujarat,Amreli,2018,311.54999
Punjab,Amritsar,2000,53.169998
Punjab,Amritsar,2001,28.0
Punjab,Amritsar,2002,37.621429
Punjab,Amritsar,2004,23.92
Punjab,Amritsar,2005,29.200001
Punjab,Amritsar,2006,34.599998
Punjab,Amritsar,2007,67.714287
Punjab,Amritsar,2008,37.174999
Punjab,Amritsar,2009,62.783333
Punjab,Amritsar,2010,46.666668
Punjab,Amritsar,2011,66.599998
Punjab,Amritsar,2012,43.444443
Punjab,Amritsar,2013,51.0
Punjab,Amritsar,2014,61.777779
Punjab,Amritsar,2015,54.777779
Punjab,Amritsar,2016,55.68182
Punjab,Amritsar,2017,48.200001
Punjab,Amritsar,2018,65.583336
Uttar Pradesh,Amroha,2000,25.0
Uttar Pradesh,Amroha,2001,17.5
Uttar Pradesh,Amroha,2004,85.0
Uttar Pradesh,Amroha,2016,108.66666
Uttar Pradesh,Amroha,2018,115.96667
Gujarat,Anand,2000,270.22223
Gujarat,Anand,2001,762.16669
Gujarat,Anand,2002,449.0
Gujarat,Anand,2004,324.25
Gujarat,Anand,2005,684.22223
Gujarat,Anand,2006,264.60001
Gujarat,Anand,2007,418.0
Gujarat,Anand,2008,461.5
Gujarat,Anand,2009,395.33334
Gujarat,Anand,2010,245.75
Gujarat,Anand,2011,509.5
Gujarat,Anand,2012,393.44446
Gujarat,Anand,2013,304.60001
Gujarat,Anand,2014,341.125
Gujarat,Anand,2015,271.73334
Gujarat,Anand,2016,296.70001
Gujarat,Anand,2017,273.23077
Gujarat,Anand,2018,338.0
Andhra Pradesh,Anantapur,2004,353.38889
Andhra Pradesh,Anantapur,2005,439.72726
Andhra Pradesh,Anantapur,2006,287.09091
Andhra Pradesh,Anantapur,2007,243.85185
Andhra Pradesh,Anantapur,2008,339.73077
Andhra Pradesh,Anantapur,2009,242.73914
Andhra Pradesh,Anantapur,2010,215.26923
Andhra Pradesh,Anantapur,2011,253.91667
Andhra Pradesh,Anantapur,2012,171.83333
Andhra Pradesh,Anantapur,2013,214.375
Andhra Pradesh,Anantapur,2014,254.16667
Andhra Pradesh,Anantapur,2015,272.44446
Andhra Pradesh,Anantapur,2016,332.80646
Andhra Pradesh,Anantapur,2017,307.43478
Andhra Pradesh,Anantapur,2018,278.0
Jammu And Kashmir,Anantnag,2003,36.0
Jammu And Kashmir,Anantnag,2012,14.0
Jammu And Kashmir,Anantnag,2013,36.0
Jammu And Kashmir,Anantnag,2014,53.0
Jammu And Kashmir,Anantnag,2015,10.4
Jammu And Kashmir,Anantnag,2016,46.0
Odisha,Anugul,2000,136.90323
Odisha,Anugul,2002,183.12628
Odisha,Anugul,2004,85.078949
Odisha,Anugul,2008,126.97586
Odisha,Anugul,2009,136.83333
Odisha,Anugul,2012,102.31406
Odisha,Anugul,2013,129.60606
Odisha,Anugul,2014,134.14948
Odisha,Anugul,2015,110.58974
Odisha,Anugul,2016,115.30513
Odisha,Anugul,2017,126.89362
Odisha,Anugul,2018,97.186043
Madhya Pradesh,Anuppur,2001,32.23077
Madhya Pradesh,Anuppur,2002,43.384617
Madhya Pradesh,Anuppur,2004,56.222221
Madhya Pradesh,Anuppur,2005,40.700001
Madhya Pradesh,Anuppur,2006,38.700001
Madhya Pradesh,Anuppur,2007,53.200001
Madhya Pradesh,Anuppur,2009,35.153847
Madhya Pradesh,Anuppur,2010,54.333332
Madhya Pradesh,Anuppur,2011,25.424999
Madhya Pradesh,Anuppur,2012,64.016312
Madhya Pradesh,Anuppur,2013,54.533333
Madhya Pradesh,Anuppur,2014,44.0
Madhya Pradesh,Anuppur,2015,41.125
Madhya Pradesh,Anuppur,2016,39.625
Madhya Pradesh,Anuppur,2017,34.619049
Madhya Pradesh,Anuppur,2018,58.4375
Bihar,Araria,2004,43.0
Bihar,Araria,2005,41.0
Bihar,Araria,2007,71.0
Bihar,Araria,2008,66.0
Bihar,Araria,2011,24.85
Bihar,Araria,2012,39.700001
Bihar,Araria,2013,17.725
Bihar,Araria,2016,50.826
Tamilnadu,Ariyalur,2000,60.0
Tamilnadu,Ariyalur,2001,122.0
Tamilnadu,Ariyalur,2004,145.5
Tamilnadu,Ariyalur,2005,173.5
Tamilnadu,Ariyalur,2006,145.5
Tamilnadu,Ariyalur,2007,162.66667
Tamilnadu,Ariyalur,2009,116.0
Tamilnadu,Ariyalur,2010,148.33333
Tamilnadu,Ariyalur,2011,321.0
Tamilnadu,Ariyalur,2012,349.33334
Tamilnadu,Ariyalur,2013,222.0
Tamilnadu,Ariyalur,2015,77.666664
Tamilnadu,Ariyalur,2016,396.04599
Tamilnadu,Ariyalur,2017,251.69501
Tamilnadu,Ariyalur,2018,267.05667
Bihar,Arwal,2001,54.75
Bihar,Arwal,2005,55.0
Bihar,Arwal,2007,41.333332
Bihar,Arwal,2008,38.0
Bihar,Arwal,2010,52.0
Bihar,Arwal,2011,78.0
Bihar,Arwal,2012,43.970398
Bihar,Arwal,2013,46.099998
Bihar,Arwal,2016,44.661999
Madhya Pradesh,Ashoknagar,2000,83.833336
Madhya Pradesh,Ashoknagar,2001,54.0
Madhya Pradesh,Ashoknagar,2002,57.5
Madhya Pradesh,Ashoknagar,2004,133.0
Madhya Pradesh,Ashoknagar,2005,105.18182
Madhya Pradesh,Ashoknagar,2006,181.0
Madhya Pradesh,Ashoknagar,2007,77.571426
Madhya Pradesh,Ashoknagar,2008,186.0
Madhya Pradesh,Ashoknagar,2009,80.090912
Madhya Pradesh,Ashoknagar,2010,61.090908
Madhya Pradesh,Ashoknagar,2011,60.81818
Madhya Pradesh,Ashoknagar,2012,101.4046
Madhya Pradesh,Ashoknagar,2013,65.554504
Madhya Pradesh,Ashoknagar,2014,97.25
Madhya Pradesh,Ashoknagar,2016,72.07692
Madhya Pradesh,Ashoknagar,2017,116.80952
Madhya Pradesh,Ashoknagar,2018,64.769234
Uttar Pradesh,Auraiya,2000,131.16667
Uttar Pradesh,Auraiya,2001,113.6
Uttar Pradesh,Auraiya,2002,121.8
Uttar Pradesh,Auraiya,2004,47.0
Uttar Pradesh,Auraiya,2005,106.0
Uttar Pradesh,Auraiya,2016,37.166668
Uttar Pradesh,Auraiya,2018,85.910004
Bihar,Aurangabad,2000,158.57143
Maharashtra,Aurangabad,2001,197.63637
Maharashtra,Aurangabad,2002,174.66667
Maharashtra,Aurangabad,2004,98.727272
Bihar,Aurangabad,2005,94.25573
Maharashtra,Aurangabad,2006,143.83333
Maharashtra,Aurangabad,2007,207.30769
Maharashtra,Aurangabad,2008,124.54546
Bihar,Aurangabad,2009,198.92308
Bihar,Aurangabad,2010,62.387501
Bihar,Aurangabad,2011,62.387501
Maharashtra,Aurangabad,2012,195.36295
Maharashtra,Aurangabad,2013,118.03529
Maharashtra,Aurangabad,2014,204.0
Maharashtra,Aurangabad,2015,139.83333
Bihar,Aurangabad,2016,106.32326
Maharashtra,Aurangabad,2017,119.85642
Maharashtra,Aurangabad,2018,158.05246
Uttar Pradesh,Ayodhya,2000,16.24
Uttar Pradesh,Ayodhya,2001,33.700001
Uttar Pradesh,Ayodhya,2002,21.0
Uttar Pradesh,Ayodhya,2004,30.025
Uttar Pradesh,Ayodhya,2016,45.400002
Uttar Pradesh,Ayodhya,2018,20.230999
Uttar Pradesh,Azamgarh,2000,28.0
Uttar Pradesh,Azamgarh,2001,66.5
Uttar Pradesh,Azamgarh,2002,68.0
Uttar Pradesh,Azamgarh,2004,50.026665
Uttar Pradesh,Azamgarh,2005,23.8125
Uttar Pradesh,Azamgarh,2016,33.91111
Uttar Pradesh,Azamgarh,2018,74.527504
Karnataka,Bagalkote,2002,266.88889
Karnataka,Bagalkote,2004,431.34784
Karnataka,Bagalkote,2005,454.0
Karnataka,Bagalkote,2006,385.33334
Karnataka,Bagalkote,2010,651.05554
Karnataka,Bagalkote,2012,621.16669
Karnataka,Bagalkote,2013,463.75385
Karnataka,Bagalkote,2014,466.6087
Karnataka,Bagalkote,2016,475.66089
Karnataka,Bagalkote,2017,426.25806
Karnataka,Bagalkote,2018,238.92381
Uttar Pradesh,Baghpat,2001,33.400002
Uttar Pradesh,Baghpat,2004,53.0
Uttar Pradesh,Baghpat,2005,51.666668
Uttar Pradesh,Baghpat,2016,99.333336
Uttar Pradesh,Baghpat,2018,89.806671
Uttar Pradesh,Bahraich,2000,33.909092
Uttar Pradesh,Bahraich,2016,27.583334
Uttar Pradesh,Bahraich,2018,40.778999
Assam,Baksa,2014,25.849998
Assam,Baksa,2015,65.0
Assam,Baksa,2016,23.633295
Assam,Baksa,2018,28.360001
Madhya Pradesh,Balaghat,2000,124.5
Madhya Pradesh,Balaghat,2001,67.115387
Madhya Pradesh,Balaghat,2002,74.333336
Madhya Pradesh,Balaghat,2004,77.542854
Madhya Pradesh,Balaghat,2005,76.800003
Madhya Pradesh,Balaghat,2006,77.0
Madhya Pradesh,Balaghat,2007,82.371429
Madhya Pradesh,Balaghat,2008,72.942856
Madhya Pradesh,Balaghat,2009,71.769234
Madhya Pradesh,Balaghat,2010,68.969696
Madhya Pradesh,Balaghat,2011,64.135132
Madhya Pradesh,Balaghat,2012,57.23077
Madhya Pradesh,Balaghat,2013,112.2187
Madhya Pradesh,Balaghat,2014,88.930229
Madhya Pradesh,Balaghat,2015,83.400002
Madhya Pradesh,Balaghat,2016,114.97727
Madhya Pradesh,Balaghat,2017,82.11364
Madhya Pradesh,Balaghat,2018,81.073174
Odisha,Balangir,2000,89.081078
Odisha,Balangir,2002,136.7802
Odisha,Balangir,2004,96.848
Odisha,Balangir,2008,90.710884
Odisha,Balangir,2009,91.611115
Odisha,Balangir,2012,104.41167
Odisha,Balangir,2013,74.909088
Odisha,Balangir,2014,337.29337
Odisha,Balangir,2015,71.901642
Odisha,Balangir,2016,87.948792
Odisha,Balangir,2017,108.33123
Odisha,Balangir,2018,96.548065
Odisha,Baleshwar,2000,182.05556
Odisha,Baleshwar,2002,93.107002
Odisha,Baleshwar,2004,107.27142
Odisha,Baleshwar,2008,66.428574
Odisha,Baleshwar,2009,112.83334
Odisha,Baleshwar,2012,18.203333
Odisha,Baleshwar,2013,27.25
Odisha,Baleshwar,2014,94.241135
Odisha,Baleshwar,2015,76.0
Odisha,Baleshwar,2016,79.900002
Odisha,Baleshwar,2017,100.53571
Odisha,Baleshwar,2018,97.954544
Karnataka,Ballari,2016,54.0
Uttar Pradesh,Ballia,2001,108.66666
Uttar Pradesh,Ballia,2002,56.666668
Uttar Pradesh,Ballia,2004,69.910004
Uttar Pradesh,Ballia,2005,79.25
Uttar Pradesh,Ballia,2016,39.549999
Uttar Pradesh,Ballia,2018,130.16667
Uttar Pradesh,Balrampur,2000,58.220001
Uttar Pradesh,Balrampur,2005,64.714287
Uttar Pradesh,Balrampur,2016,14.888889
Uttar Pradesh,Balrampur,2018,26.594999
Gujarat,Banas Kantha,2000,274.66666
Gujarat,Banas Kantha,2001,187.0
Gujarat,Banas Kantha,2002,249.8125
Gujarat,Banas Kantha,2005,413.73334
Gujarat,Banas Kantha,2006,597.79999
Gujarat,Banas Kantha,2007,435.44446
Gujarat,Banas Kantha,2008,293.27274
Gujarat,Banas Kantha,2009,390.57144
Gujarat,Banas Kantha,2010,205.23077
Gujarat,Banas Kantha,2011,440.38461
Gujarat,Banas Kantha,2012,321.15384
Gujarat,Banas Kantha,2013,157.0
Gujarat,Banas Kantha,2014,254.64285
Gujarat,Banas Kantha,2015,259.0
Gujarat,Banas Kantha,2016,269.46155
Gujarat,Banas Kantha,2017,251.58333
Gujarat,Banas Kantha,2018,234.57143
Uttar Pradesh,Banda,2000,85.875
Uttar Pradesh,Banda,2002,132.2
Uttar Pradesh,Banda,2004,68.333336
Uttar Pradesh,Banda,2005,120.44444
Uttar Pradesh,Banda,2016,38.912498
Uttar Pradesh,Banda,2018,106.35
Karnataka,Bangalore Rural,2000,62.5
Karnataka,Bangalore Rural,2001,11.0
Karnataka,Bangalore Rural,2002,183.33333
Karnataka,Bangalore Rural,2004,224.60001
Karnataka,Bangalore Rural,2006,117.71429
Karnataka,Bangalore Rural,2009,276.75
Karnataka,Bangalore Rural,2010,64.0
Karnataka,Bangalore Rural,2012,536.0
Karnataka,Bangalore Rural,2013,242.18182
Karnataka,Bangalore Rural,2014,310.58334
Karnataka,Bangalore Rural,2016,239.48445
Karnataka,Bangalore Rural,2017,239.85715
Karnataka,Bangalore Rural,2018,220.69167
Karnataka,Bangalore,2001,202.33333
Karnataka,Bangalore,2002,166.66667
Karnataka,Bangalore,2004,225.8
Karnataka,Bangalore,2006,107.77778
Karnataka,Bangalore,2009,176.42857
Karnataka,Bangalore,2010,139.5
Karnataka,Bangalore,2012,168.39999
Karnataka,Bangalore,2013,138.89285
Karnataka,Bangalore,2014,125.875
Karnataka,Bangalore,2016,140.58116
Karnataka,Bangalore,2017,120.73529
Karnataka,Bangalore,2018,94.840912
Bihar,Banka,2005,84.5
Bihar,Banka,2007,98.166664
Bihar,Banka,2008,103.0
Bihar,Banka,2009,91.25
Bihar,Banka,2010,142.1875
Bihar,Banka,2011,122.92857
Bihar,Banka,2012,118.0
Bihar,Banka,2013,91.444443
Bihar,Banka,2016,54.795998
West Bengal,Bankura,2000,67.794739
West Bengal,Bankura,2001,54.287098
West Bengal,Bankura,2002,97.51017
West Bengal,Bankura,2004,89.464287
West Bengal,Bankura,2005,100.13559
West Bengal,Bankura,2007,142.40576
West Bengal,Bankura,2009,150.92
West Bengal,Bankura,2010,213.65555
West Bengal,Bankura,2011,120.95652
West Bengal,Bankura,2012,108.0
West Bengal,Bankura,2013,118.13158
West Bengal,Bankura,2015,60.25
West Bengal,Bankura,2016,187.41891
West Bengal,Bankura,2017,136.93828
West Bengal,Bankura,2018,283.383
Rajasthan,Banswara,2000,69.46154
Rajasthan,Banswara,2001,175.42857
Rajasthan,Banswara,2002,82.206665
Rajasthan,Banswara,2004,72.349998
Rajasthan,Banswara,2005,154.0
Rajasthan,Banswara,2006,65.25
Rajasthan,Banswara,2007,88.46154
Rajasthan,Banswara,2008,86.300003
Rajasthan,Banswara,2009,80.947365
Rajasthan,Banswara,2010,74.400002
Rajasthan,Banswara,2011,69.5
Rajasthan,Banswara,2012,95.692307
Rajasthan,Banswara,2013,86.92308
Rajasthan,Banswara,2014,76.92308
Rajasthan,Banswara,2015,85.833336
Rajasthan,Banswara,2016,87.21286
Rajasthan,Banswara,2017,66.705879
Rajasthan,Banswara,2018,78.809525
Uttar Pradesh,Barabanki,2000,35.777779
Uttar Pradesh,Barabanki,2001,56.0
Uttar Pradesh,Barabanki,2002,74.470589
Uttar Pradesh,Barabanki,2005,33.541668
Uttar Pradesh,Barabanki,2016,18.641666
Uttar Pradesh,Barabanki,2018,17.218573
Jammu And Kashmir,Baramulla,2012,26.75
Jammu And Kashmir,Baramulla,2013,35.555557
Jammu And Kashmir,Baramulla,2014,46.400002
Jammu And Kashmir,Baramulla,2015,42.087502
Jammu And Kashmir,Baramulla,2016,30.428572
Rajasthan,Baran,2000,217.23077
Rajasthan,Baran,2001,93.933334
Rajasthan,Baran,2002,200.0
Rajasthan,Baran,2004,132.36363
Rajasthan,Baran,2005,70.0
Rajasthan,Baran,2006,126.875
Rajasthan,Baran,2007,281.33334
Rajasthan,Baran,2008,205.0
Rajasthan,Baran,2009,104.53846
Rajasthan,Baran,2010,204.33333
Rajasthan,Baran,2011,165.875
Rajasthan,Baran,2012,152.0
Rajasthan,Baran,2013,126.85714
Rajasthan,Baran,2014,207.10001
Rajasthan,Baran,2015,132.41176
Rajasthan,Baran,2016,142.5
Rajasthan,Baran,2017,156.2
Rajasthan,Baran,2018,62.588234
Uttar Pradesh,Bareilly,2000,72.73333
Uttar Pradesh,Bareilly,2005,74.809998
Uttar Pradesh,Bareilly,2016,26.1
Uttar Pradesh,Bareilly,2018,16.75
Odisha,Bargarh,2000,97.222221
Odisha,Bargarh,2002,115.4231
Odisha,Bargarh,2004,73.896156
Odisha,Bargarh,2008,105.93063
Odisha,Bargarh,2009,96.120003
Odisha,Bargarh,2012,91.224243
Odisha,Bargarh,2013,76.736839
Odisha,Bargarh,2014,114.39793
Odisha,Bargarh,2015,112.18182
Odisha,Bargarh,2016,94.644554
Odisha,Bargarh,2017,102.25333
Odisha,Bargarh,2018,124.99412
Rajasthan,Barmer,2000,862.35895
Rajasthan,Barmer,2001,1055.7142
Rajasthan,Barmer,2002,1295.0
Rajasthan,Barmer,2004,1234.8387
Rajasthan,Barmer,2005,1449.4849
Rajasthan,Barmer,2006,1036.0
Rajasthan,Barmer,2007,1252.8975
Rajasthan,Barmer,2008,1044.1052
Rajasthan,Barmer,2009,1080.4839
Rajasthan,Barmer,2010,1533.5319
Rajasthan,Barmer,2011,1218.7576
Rajasthan,Barmer,2012,1372.3226
Rajasthan,Barmer,2013,1883.3334
Rajasthan,Barmer,2014,838.21429
Rajasthan,Barmer,2015,1359.8667
Rajasthan,Barmer,2016,939.84613
Rajasthan,Barmer,2017,1565.2069
Rajasthan,Barmer,2018,810.21875
Punjab,Barnala,2000,139.88889
Punjab,Barnala,2001,70.5
Punjab,Barnala,2002,72.125
Punjab,Barnala,2004,128.5
Punjab,Barnala,2005,50.75
Punjab,Barnala,2006,79.833336
Punjab,Barnala,2007,72.625
Punjab,Barnala,2008,99.85714
Punjab,Barnala,2009,69.0
Punjab,Barnala,2010,56.333332
Punjab,Barnala,2011,44.325001
Punjab,Barnala,2012,98.824997
Punjab,Barnala,2013,50.869999
Punjab,Barnala,2014,71.666664
Punjab,Barnala,2015,60.666668
Punjab,Barnala,2016,58.833332
Punjab,Barnala,2017,81.333336
