state,district,year,chloride
Rajasthan,Dholpur,2006,218.14285
Rajasthan,Dholpur,2007,332.0
Rajasthan,Dholpur,2008,57.0
Rajasthan,Dholpur,2009,72.099998
Rajasthan,Dholpur,2010,546.0
Rajasthan,Dholpur,2011,220.7
Rajasthan,Dholpur,2012,534.08331
Rajasthan,Dholpur,2013,215.16667
Rajasthan,Dholpur,2014,228.0
Rajasthan,Dholpur,2015,460.09091
Rajasthan,Dholpur,2016,281.33334
Rajasthan,Dholpur,2017,129.57143
Rajasthan,Dholpur,2018,180.89166
Assam,Dhubri,2014,52.419998
Assam,Dhubri,2015,93.0
Assam,Dhubri,2016,26.802427
Assam,Dhubri,2018,52.162144
Maharashtra,Dhule,2000,117.68182
Maharashtra,Dhule,2001,108.8125
Maharashtra,Dhule,2002,127.8
Maharashtra,Dhule,2004,205.84763
Maharashtra,Dhule,2005,200.41176
Maharashtra,Dhule,2006,146.3
Maharashtra,Dhule,2007,181.6875
Maharashtra,Dhule,2008,191.89722
Maharashtra,Dhule,2009,138.44444
Maharashtra,Dhule,2012,235.94737
Maharashtra,Dhule,2013,231.26315
Maharashtra,Dhule,2014,216.10345
Maharashtra,Dhule,2016,195.63637
Maharashtra,Dhule,2017,162.86209
Maharashtra,Dhule,2018,201.10489
Assam,Dibrugarh,2014,29.983334
Assam,Dibrugarh,2016,18.389669
Assam,Dibrugarh,2017,14.1825
Assam,Dibrugarh,2018,44.3125
Nagaland,Dimapur,2014,43.583332
Nagaland,Dimapur,2015,88.699997
Nagaland,Dimapur,2016,62.772377
West Bengal,Dinajpur Dakshin,2000,25.75
West Bengal,Dinajpur Dakshin,2001,66.5
West Bengal,Dinajpur Dakshin,2002,49.666668
West Bengal,Dinajpur Dakshin,2004,42.375
West Bengal,Dinajpur Dakshin,2005,52.714287
West Bengal,Dinajpur Dakshin,2006,44.357143
West Bengal,Dinajpur Dakshin,2007,42.599998
West Bengal,Dinajpur Dakshin,2009,64.833336
West Bengal,Dinajpur Dakshin,2010,18.5
West Bengal,Dinajpur Dakshin,2011,148.39999
West Bengal,Dinajpur Dakshin,2012,91.0
West Bengal,Dinajpur Dakshin,2013,104.525
West Bengal,Dinajpur Dakshin,2016,95.657143
West Bengal,Dinajpur Dakshin,2017,95.5
West Bengal,Dinajpur Dakshin,2018,123.425
West Bengal,Dinajpur Uttar,2000,59.733334
West Bengal,Dinajpur Uttar,2001,53.81818
West Bengal,Dinajpur Uttar,2002,33.5625
West Bengal,Dinajpur Uttar,2004,28.06875
West Bengal,Dinajpur Uttar,2005,65.071426
West Bengal,Dinajpur Uttar,2006,40.381248
West Bengal,Dinajpur Uttar,2007,47.090908
West Bengal,Dinajpur Uttar,2009,89.25
West Bengal,Dinajpur Uttar,2010,90.5
West Bengal,Dinajpur Uttar,2011,202.57143
West Bengal,Dinajpur Uttar,2012,158.16667
West Bengal,Dinajpur Uttar,2013,70.800003
West Bengal,Dinajpur Uttar,2016,85.68
West Bengal,Dinajpur Uttar,2017,41.64706
West Bengal,Dinajpur Uttar,2018,49.442001
Tamilnadu,Dindigul,2000,430.19049
Tamilnadu,Dindigul,2001,368.03705
Tamilnadu,Dindigul,2002,348.30768
Tamilnadu,Dindigul,2004,473.875
Tamilnadu,Dindigul,2005,471.66666
Tamilnadu,Dindigul,2006,371.5
Tamilnadu,Dindigul,2007,307.05554
Tamilnadu,Dindigul,2009,339.1875
Tamilnadu,Dindigul,2010,308.0
Tamilnadu,Dindigul,2011,359.0
Tamilnadu,Dindigul,2012,309.36365
Tamilnadu,Dindigul,2013,291.27274
Tamilnadu,Dindigul,2014,378.83334
Tamilnadu,Dindigul,2015,229.63637
Tamilnadu,Dindigul,2016,355.89655
Tamilnadu,Dindigul,2017,294.83334
Tamilnadu,Dindigul,2018,295.0907
Madhya Pradesh,Dindori,2001,55.444443
Madhya Pradesh,Dindori,2002,48.666668
Madhya Pradesh,Dindori,2004,67.0
Madhya Pradesh,Dindori,2005,55.400002
Madhya Pradesh,Dindori,2007,57.153847
Madhya Pradesh,Dindori,2009,69.0
Madhya Pradesh,Dindori,2010,55.0
Madhya Pradesh,Dindori,2011,47.272728
Madhya Pradesh,Dindori,2012,57.799999
Madhya Pradesh,Dindori,2013,65.771385
Madhya Pradesh,Dindori,2014,69.933334
Madhya Pradesh,Dindori,2015,62.714287
Madhya Pradesh,Dindori,2016,108.8
Madhya Pradesh,Dindori,2017,47.466667
Madhya Pradesh,Dindori,2018,52.467411
The Dadra And Nagar Haveli And Daman And Diu,Diu,2002,355.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2005,319.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2006,255.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2007,291.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2008,411.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2009,340.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2010,582.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2011,354.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2012,156.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2014,135.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2015,904.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2016,2836.0
The Dadra And Nagar Haveli And Daman And Diu,Diu,2017,3413.5
The Dadra And Nagar Haveli And Daman And Diu,Diu,2018,4971.3335
Gujarat,Dohad,2000,142.23077
Gujarat,Dohad,2001,929.0
Gujarat,Dohad,2002,280.70001
Gujarat,Dohad,2004,308.61539
Gujarat,Dohad,2005,154.21428
Gujarat,Dohad,2006,202.1875
Gujarat,Dohad,2007,153.46666
Gujarat,Dohad,2008,92.384613
Gujarat,Dohad,2009,137.6875
Gujarat,Dohad,2010,144.84616
Gujarat,Dohad,2011,141.42857
Gujarat,Dohad,2012,142.0
Gujarat,Dohad,2013,167.0
Gujarat,Dohad,2014,193.14285
Gujarat,Dohad,2015,164.75
Gujarat,Dohad,2016,216.53334
Gujarat,Dohad,2017,156.0
Gujarat,Dohad,2018,197.33333
Jharkhand,Dumka,2002,67.5
Jharkhand,Dumka,2004,75.699997
Jharkhand,Dumka,2005,88.769234
Jharkhand,Dumka,2006,66.0
Jharkhand,Dumka,2008,83.375
Jharkhand,Dumka,2009,71.46154
Jharkhand,Dumka,2010,55.827274
Jharkhand,Dumka,2011,53.220001
Jharkhand,Dumka,2012,89.099998
Jharkhand,Dumka,2013,89.099998
Rajasthan,Dungarpur,2000,125.0
Rajasthan,Dungarpur,2001,127.84615
Rajasthan,Dungarpur,2002,129.5
Rajasthan,Dungarpur,2004,124.38889
Rajasthan,Dungarpur,2005,88.666664
Rajasthan,Dungarpur,2006,191.22223
Rajasthan,Dungarpur,2007,167.91667
Rajasthan,Dungarpur,2008,150.45454
Rajasthan,Dungarpur,2009,106.8125
Rajasthan,Dungarpur,2010,170.14285
Rajasthan,Dungarpur,2011,137.44444
Rajasthan,Dungarpur,2012,162.0
Rajasthan,Dungarpur,2013,166.0
Rajasthan,Dungarpur,2014,120.35714
Rajasthan,Dungarpur,2015,131.375
Rajasthan,Dungarpur,2016,113.3
Rajasthan,Dungarpur,2017,146.66667
Rajasthan,Dungarpur,2018,163.46666
Chhattisgarh,Durg,2001,76.95652
Chhattisgarh,Durg,2002,53.545456
Chhattisgarh,Durg,2004,44.789474
Chhattisgarh,Durg,2005,57.611111
Chhattisgarh,Durg,2006,56.222221
Chhattisgarh,Durg,2007,50.142857
Chhattisgarh,Durg,2008,44.0
Chhattisgarh,Durg,2009,54.909092
Chhattisgarh,Durg,2011,34.0
Chhattisgarh,Durg,2012,71.511108
Chhattisgarh,Durg,2013,46.0
Chhattisgarh,Durg,2014,76.02549
Chhattisgarh,Durg,2015,81.930954
Chhattisgarh,Durg,2016,83.885002
Chhattisgarh,Durg,2017,81.866791
Chhattisgarh,Durg,2018,65.125
Meghalaya,East Garo Hills,2014,43.866669
Meghalaya,East Garo Hills,2015,52.928574
Meghalaya,East Garo Hills,2016,30.905287
Meghalaya,East Garo Hills,2018,29.541668
Andhra Pradesh,East Godavari,2004,394.76666
Andhra Pradesh,East Godavari,2005,343.84375
Andhra Pradesh,East Godavari,2006,322.23529
Andhra Pradesh,East Godavari,2007,331.67648
Andhra Pradesh,East Godavari,2008,299.54544
Andhra Pradesh,East Godavari,2009,268.71875
Andhra Pradesh,East Godavari,2010,352.375
Andhra Pradesh,East Godavari,2011,256.60001
Andhra Pradesh,East Godavari,2012,224.66667
Andhra Pradesh,East Godavari,2013,253.48215
Andhra Pradesh,East Godavari,2014,256.3793
Andhra Pradesh,East Godavari,2015,192.58824
Andhra Pradesh,East Godavari,2016,208.27451
Andhra Pradesh,East Godavari,2017,252.13043
Andhra Pradesh,East Godavari,2018,324.48779
Meghalaya,East Jaintia Hills,2017,7.0900002
Meghalaya,East Khasi Hills,2014,29.049999
Meghalaya,East Khasi Hills,2015,40.533333
Meghalaya,East Khasi Hills,2016,49.487911
Meghalaya,East Khasi Hills,2017,28.360001
Meghalaya,East Khasi Hills,2018,46.971252
Madhya Pradesh,East Nimar,2000,103.77778
Madhya Pradesh,East Nimar,2001,112.9375
Madhya Pradesh,East Nimar,2002,78.3125
Madhya Pradesh,East Nimar,2004,82.454544
Madhya Pradesh,East Nimar,2005,105.07143
Madhya Pradesh,East Nimar,2006,123.0
Madhya Pradesh,East Nimar,2007,124.8125
Madhya Pradesh,East Nimar,2008,48.0
Madhya Pradesh,East Nimar,2009,92.190475
Madhya Pradesh,East Nimar,2010,86.5
Madhya Pradesh,East Nimar,2011,106.70588
Madhya Pradesh,East Nimar,2012,133.70506
Madhya Pradesh,East Nimar,2013,123.37358
Madhya Pradesh,East Nimar,2014,86.800003
Madhya Pradesh,East Nimar,2016,101.11111
Madhya Pradesh,East Nimar,2017,74.758621
Madhya Pradesh,East Nimar,2018,97.192307
Arunachal Pradesh,East Siang,2014,46.333336
Arunachal Pradesh,East Siang,2015,63.333332
Arunachal Pradesh,East Siang,2016,23.749031
Arunachal Pradesh,East Siang,2018,37.222504
Delhi,East,2000,252.25
Delhi,East,2002,163.0
Delhi,East,2004,570.0
Delhi,East,2005,321.0
Delhi,East,2007,90.333336
Delhi,East,2008,152.0
Delhi,East,2010,180.28572
Kerala,Ernakulam,2000,37.836842
Kerala,Ernakulam,2001,38.0
Kerala,Ernakulam,2002,52.394737
Kerala,Ernakulam,2004,39.322918
Kerala,Ernakulam,2005,26.365307
Kerala,Ernakulam,2006,27.422001
Kerala,Ernakulam,2007,73.994118
Kerala,Ernakulam,2008,56.914288
Kerala,Ernakulam,2009,76.086792
Kerala,Ernakulam,2010,33.411903
Kerala,Ernakulam,2011,45.35593
Kerala,Ernakulam,2012,20.0
Kerala,Ernakulam,2013,54.984932
Kerala,Ernakulam,2014,61.103848
Kerala,Ernakulam,2015,37.709679
Kerala,Ernakulam,2016,38.32143
Kerala,Ernakulam,2017,72.261223
Kerala,Ernakulam,2018,73.995453
Tamilnadu,Erode,2000,207.92592
Tamilnadu,Erode,2001,220.23077
Tamilnadu,Erode,2002,203.38461
Tamilnadu,Erode,2004,216.16667
Tamilnadu,Erode,2005,208.61905
Tamilnadu,Erode,2006,234.14999
Tamilnadu,Erode,2007,210.52632
Tamilnadu,Erode,2009,161.41176
Tamilnadu,Erode,2010,172.39999
Tamilnadu,Erode,2011,170.0
Tamilnadu,Erode,2012,178.0
Tamilnadu,Erode,2013,168.5
Tamilnadu,Erode,2014,130.22223
Tamilnadu,Erode,2015,301.0625
Tamilnadu,Erode,2016,270.95209
Tamilnadu,Erode,2017,254.0813
Tamilnadu,Erode,2018,205.36382
Uttar Pradesh,Etah,2000,73.599998
Uttar Pradesh,Etah,2001,59.333332
Uttar Pradesh,Etah,2002,26.75
Uttar Pradesh,Etah,2016,17.5
Uttar Pradesh,Etah,2018,182.619
Uttar Pradesh,Etawah,2000,103.0
Uttar Pradesh,Etawah,2001,34.200001
Uttar Pradesh,Etawah,2002,168.66667
Uttar Pradesh,Etawah,2004,87.0
Uttar Pradesh,Etawah,2016,65.5
Uttar Pradesh,Etawah,2018,30.766666
Haryana,Faridabad,2000,187.0
Haryana,Faridabad,2004,134.0
Haryana,Faridabad,2008,575.40002
Haryana,Faridabad,2009,475.79999
Haryana,Faridabad,2010,362.5
Haryana,Faridabad,2011,327.85715
Haryana,Faridabad,2012,347.33334
Haryana,Faridabad,2013,588.59998
Haryana,Faridabad,2014,470.66666
Haryana,Faridabad,2016,602.5235
Haryana,Faridabad,2017,583.0
Haryana,Faridabad,2018,1077.0
Punjab,Faridkot,2000,566.125
Punjab,Faridkot,2004,236.7
Punjab,Faridkot,2005,304.71429
Punjab,Faridkot,2006,295.85715
Punjab,Faridkot,2007,215.66667
Punjab,Faridkot,2008,244.66667
Punjab,Faridkot,2009,211.66667
Punjab,Faridkot,2010,226.0
Punjab,Faridkot,2011,317.33334
Punjab,Faridkot,2012,168.33333
Punjab,Faridkot,2013,220.57143
Punjab,Faridkot,2014,226.75
Punjab,Faridkot,2016,285.42856
Punjab,Faridkot,2017,411.5
Punjab,Faridkot,2018,188.09091
Uttar Pradesh,Farrukhabad,2000,90.0
Uttar Pradesh,Farrukhabad,2001,32.0
Uttar Pradesh,Farrukhabad,2002,21.5
Uttar Pradesh,Farrukhabad,2016,115.25
Uttar Pradesh,Farrukhabad,2018,88.649994
Haryana,Fatehabad,2000,270.70001
Haryana,Fatehabad,2004,445.0
Haryana,Fatehabad,2005,686.0
Haryana,Fatehabad,2006,298.66666
Haryana,Fatehabad,2007,480.14285
Haryana,Fatehabad,2008,669.5
Haryana,Fatehabad,2009,325.16666
Haryana,Fatehabad,2010,440.33334
Haryana,Fatehabad,2011,230.28572
Haryana,Fatehabad,2012,251.42
Haryana,Fatehabad,2013,233.0
Haryana,Fatehabad,2014,236.75
Haryana,Fatehabad,2015,431.0
Haryana,Fatehabad,2016,243.58571
Haryana,Fatehabad,2017,171.85715
Haryana,Fatehabad,2018,193.5
Punjab,Fatehgarh Sahib,2000,51.666668
Punjab,Fatehgarh Sahib,2002,43.799999
Punjab,Fatehgarh Sahib,2004,39.0
Punjab,Fatehgarh Sahib,2005,69.5
Punjab,Fatehgarh Sahib,2006,65.18
Punjab,Fatehgarh Sahib,2007,33.575001
Punjab,Fatehgarh Sahib,2008,44.857143
Punjab,Fatehgarh Sahib,2009,79.487503
Punjab,Fatehgarh Sahib,2010,31.777779
Punjab,Fatehgarh Sahib,2011,78.428574
Punjab,Fatehgarh Sahib,2012,49.625
Punjab,Fatehgarh Sahib,2013,74.0
Punjab,Fatehgarh Sahib,2014,91.333336
Punjab,Fatehgarh Sahib,2015,62.555557
Punjab,Fatehgarh Sahib,2016,40.045456
Punjab,Fatehgarh Sahib,2017,59.011112
Punjab,Fatehgarh Sahib,2018,40.166668
Uttar Pradesh,Fatehpur,2002,77.333336
Uttar Pradesh,Fatehpur,2004,52.91
Uttar Pradesh,Fatehpur,2016,58.438999
Uttar Pradesh,Fatehpur,2018,60.264999
Punjab,Ferozepur,2000,355.77777
Punjab,Ferozepur,2004,247.4375
Punjab,Ferozepur,2005,342.33334
Punjab,Ferozepur,2006,302.53845
Punjab,Ferozepur,2007,221.57143
Punjab,Ferozepur,2008,369.66666
Punjab,Ferozepur,2009,234.72728
Punjab,Ferozepur,2010,238.5625
Punjab,Ferozepur,2011,321.25
Punjab,Ferozepur,2012,340.6842
Punjab,Ferozepur,2013,313.38095
Punjab,Ferozepur,2014,270.90909
Punjab,Ferozepur,2016,344.04999
Punjab,Ferozepur,2017,291.73685
Punjab,Ferozepur,2018,264.52499
Uttar Pradesh,Firozabad,2000,61.799999
Uttar Pradesh,Firozabad,2001,57.0
Uttar Pradesh,Firozabad,2002,256.0
Uttar Pradesh,Firozabad,2016,60.275002
Uttar Pradesh,Firozabad,2018,26.594999
Punjab,Firozpur,2016,674.0
Punjab,Firozpur,2017,625.0
Punjab,Firozpur,2018,681.0
Karnataka,Gadag,2000,640.17645
Karnataka,Gadag,2002,329.16666
Karnataka,Gadag,2004,480.79999
Karnataka,Gadag,2005,595.625
Karnataka,Gadag,2006,439.69232
Karnataka,Gadag,2007,461.5
Karnataka,Gadag,2010,611.75
Karnataka,Gadag,2012,550.72223
Karnataka,Gadag,2013,427.07825
Karnataka,Gadag,2014,436.21054
Karnataka,Gadag,2016,347.41666
Karnataka,Gadag,2017,440.78571
Karnataka,Gadag,2018,308.13998
Maharashtra,Gadchiroli,2000,107.35135
Maharashtra,Gadchiroli,2001,95.976746
Maharashtra,Gadchiroli,2002,96.333336
Maharashtra,Gadchiroli,2004,96.693878
Maharashtra,Gadchiroli,2005,91.770836
Maharashtra,Gadchiroli,2006,93.595039
Maharashtra,Gadchiroli,2007,104.15385
Maharashtra,Gadchiroli,2008,102.64516
Maharashtra,Gadchiroli,2009,97.916664
Maharashtra,Gadchiroli,2012,159.5
Maharashtra,Gadchiroli,2013,140.13043
Maharashtra,Gadchiroli,2014,102.96923
Maharashtra,Gadchiroli,2015,139.77272
Maharashtra,Gadchiroli,2016,124.75
Maharashtra,Gadchiroli,2017,87.341263
Maharashtra,Gadchiroli,2018,99.217216
Odisha,Gajapati,2000,73.0
Odisha,Gajapati,2002,78.952286
Odisha,Gajapati,2004,48.966667
Odisha,Gajapati,2009,82.166664
Odisha,Gajapati,2012,167.56
Odisha,Gajapati,2013,158.41176
Odisha,Gajapati,2014,103.42152
Odisha,Gajapati,2015,91.463707
Odisha,Gajapati,2016,118.81065
Odisha,Gajapati,2017,136.83871
Odisha,Gajapati,2018,84.441559
Gujarat,Gandhinagar,2000,149.0
Gujarat,Gandhinagar,2001,156.0
Gujarat,Gandhinagar,2002,315.5
Gujarat,Gandhinagar,2005,606.5
Gujarat,Gandhinagar,2006,206.0
Gujarat,Gandhinagar,2007,78.0
Gujarat,Gandhinagar,2008,178.0
Gujarat,Gandhinagar,2009,170.0
Gujarat,Gandhinagar,2010,145.5
Gujarat,Gandhinagar,2011,195.5
Gujarat,Gandhinagar,2012,181.0
Gujarat,Gandhinagar,2013,195.5
Gujarat,Gandhinagar,2014,273.0
Gujarat,Gandhinagar,2015,249.0
Gujarat,Gandhinagar,2016,383.0
Gujarat,Gandhinagar,2017,433.0
Gujarat,Gandhinagar,2018,531.5
Rajasthan,Ganganagar,2000,711.59088
Rajasthan,Ganganagar,2001,808.86365
Rajasthan,Ganganagar,2002,382.60001
Rajasthan,Ganganagar,2004,265.0
Rajasthan,Ganganagar,2005,254.72728
Rajasthan,Ganganagar,2006,983.57141
Rajasthan,Ganganagar,2007,636.0
Rajasthan,Ganganagar,2008,698.5238
Rajasthan,Ganganagar,2009,723.21051
Rajasthan,Ganganagar,2010,574.91998
Rajasthan,Ganganagar,2011,312.45001
Rajasthan,Ganganagar,2012,266.72223
Rajasthan,Ganganagar,2013,269.09091
Rajasthan,Ganganagar,2014,565.0769
Rajasthan,Ganganagar,2015,249.5
Rajasthan,Ganganagar,2016,185.05882
Rajasthan,Ganganagar,2017,248.76666
Rajasthan,Ganganagar,2018,72.967743
Odisha,Ganjam,2000,175.34375
Odisha,Ganjam,2002,174.37717
Odisha,Ganjam,2004,76.675003
Odisha,Ganjam,2008,159.29855
Odisha,Ganjam,2009,193.39131
Odisha,Ganjam,2012,164.17352
Odisha,Ganjam,2013,167.54546
Odisha,Ganjam,2014,200.40993
Odisha,Ganjam,2015,139.06667
Odisha,Ganjam,2016,184.77739
Odisha,Ganjam,2017,166.38637
Odisha,Ganjam,2018,189.08643
Uttarakhand,Garhwa,2004,56.666668
Jharkhand,Garhwa,2006,263.0
Jharkhand,Garhwa,2008,99.0
Jharkhand,Garhwa,2009,28.0
Jharkhand,Garhwa,2010,122.0
Jharkhand,Garhwa,2011,122.0
Uttarakhand,Garhwa,2016,21.0
Jharkhand,Garhwa,2018,25.0
Uttar Pradesh,Gautam Buddha Nagar,2001,104.0
Uttar Pradesh,Gautam Buddha Nagar,2004,143.33333
Uttar Pradesh,Gautam Buddha Nagar,2016,207.5
Uttar Pradesh,Gautam Buddha Nagar,2018,106.35001
Bihar,Gaya,2001,84.599998
Bihar,Gaya,2005,63.799999
Bihar,Gaya,2007,74.0
Bihar,Gaya,2008,86.875
Bihar,Gaya,2009,94.400002
Bihar,Gaya,2010,96.75
Bihar,Gaya,2011,53.0
Bihar,Gaya,2012,61.465332
Bihar,Gaya,2013,63.433334
Bihar,Gaya,2016,66.744118
Uttar Pradesh,Ghaziabad,2001,33.200001
Uttar Pradesh,Ghaziabad,2004,28.4
Uttar Pradesh,Ghaziabad,2016,59.599998
Uttar Pradesh,Ghaziabad,2018,26.587502
Uttar Pradesh,Ghazipur,2001,108.0
Uttar Pradesh,Ghazipur,2002,107.875
Uttar Pradesh,Ghazipur,2004,73.833336
Uttar Pradesh,Ghazipur,2005,36.0
Uttar Pradesh,Ghazipur,2016,89.010002
Uttar Pradesh,Ghazipur,2018,151.12857
Jharkhand,Giridih,2000,73.666664
Jharkhand,Giridih,2004,62.0
Jharkhand,Giridih,2005,81.0
Jharkhand,Giridih,2006,77.0
Jharkhand,Giridih,2008,79.75
Jharkhand,Giridih,2009,61.599998
Jharkhand,Giridih,2010,52.634998
Jharkhand,Giridih,2011,70.360001
Jharkhand,Giridih,2012,78.333336
Jharkhand,Giridih,2013,83.699997
Assam,Goalpara,2014,38.257145
Assam,Goalpara,2015,33.916668
Assam,Goalpara,2016,23.966352
Assam,Goalpara,2018,35.006874
Jharkhand,Godda,2000,170.0
Jharkhand,Godda,2002,81.5
Jharkhand,Godda,2004,113.75
Jharkhand,Godda,2005,139.0
Jharkhand,Godda,2012,131.8
Jharkhand,Godda,2013,21.0
Assam,Golaghat,2014,63.5
Assam,Golaghat,2015,56.400002
Assam,Golaghat,2016,40.636467
Assam,Golaghat,2018,41.210625
Uttar Pradesh,Gonda,2000,65.009094
Uttar Pradesh,Gonda,2016,23.294117
Uttar Pradesh,Gonda,2018,33.687
Maharashtra,Gondia,2000,91.25
Maharashtra,Gondia,2001,78.478264
Maharashtra,Gondia,2002,85.388885
Maharashtra,Gondia,2004,78.318184
Maharashtra,Gondia,2005,84.181816
Maharashtra,Gondia,2006,77.447823
Maharashtra,Gondia,2007,75.954544
Maharashtra,Gondia,2008,81.804352
Maharashtra,Gondia,2009,81.666664
Maharashtra,Gondia,2012,95.529411
Maharashtra,Gondia,2013,162.57143
Maharashtra,Gondia,2014,115.61111
Maharashtra,Gondia,2015,149.625
Maharashtra,Gondia,2016,128.37555
Maharashtra,Gondia,2017,83.546539
Maharashtra,Gondia,2018,100.81097
Bihar,Gopalganj,2001,32.0
Bihar,Gopalganj,2007,79.0
Bihar,Gopalganj,2008,32.82
Bihar,Gopalganj,2009,100.0
Bihar,Gopalganj,2010,60.57
Bihar,Gopalganj,2011,113.6
Bihar,Gopalganj,2012,87.045555
Bihar,Gopalganj,2013,58.741669
Bihar,Gopalganj,2016,75.472145
Uttar Pradesh,Gorakhpur,2000,68.222221
Uttar Pradesh,Gorakhpur,2001,69.85714
Uttar Pradesh,Gorakhpur,2002,68.599998
Uttar Pradesh,Gorakhpur,2004,99.25
Uttar Pradesh,Gorakhpur,2018,36.631668
Jharkhand,Gumla,2004,142.33333
Jharkhand,Gumla,2006,137.66667
Jharkhand,Gumla,2007,82.074997
Jharkhand,Gumla,2008,87.0
Jharkhand,Gumla,2009,55.555557
Jharkhand,Gumla,2010,79.428574
Jharkhand,Gumla,2011,79.866669
Jharkhand,Gumla,2012,68.833336
Jharkhand,Gumla,2013,69.454544
Madhya Pradesh,Guna,2000,62.294117
Madhya Pradesh,Guna,2001,98.5
Madhya Pradesh,Guna,2002,98.105263
Madhya Pradesh,Guna,2004,39.384617
Madhya Pradesh,Guna,2005,70.222221
Madhya Pradesh,Guna,2007,156.08696
Madhya Pradesh,Guna,2008,102.8
Madhya Pradesh,Guna,2009,120.5
Madhya Pradesh,Guna,2010,82.666664
Madhya Pradesh,Guna,2011,59.823528
Madhya Pradesh,Guna,2012,119.46074
Madhya Pradesh,Guna,2013,85.983917
Madhya Pradesh,Guna,2014,71.86364
Madhya Pradesh,Guna,2015,79.5
Madhya Pradesh,Guna,2016,86.761902
Madhya Pradesh,Guna,2017,96.608696
Madhya Pradesh,Guna,2018,69.631577
Andhra Pradesh,Guntur,2004,386.23334
Andhra Pradesh,Guntur,2005,482.27777
Andhra Pradesh,Guntur,2006,463.1282
Andhra Pradesh,Guntur,2007,469.52499
Andhra Pradesh,Guntur,2008,473.39474
Andhra Pradesh,Guntur,2009,383.23685
Andhra Pradesh,Guntur,2010,355.32501
Andhra Pradesh,Guntur,2011,392.97437
Andhra Pradesh,Guntur,2012,295.80951
Andhra Pradesh,Guntur,2013,376.5303
Andhra Pradesh,Guntur,2014,353.07693
Andhra Pradesh,Guntur,2015,275.54236
Andhra Pradesh,Guntur,2016,282.31647
Andhra Pradesh,Guntur,2017,365.44446
Andhra Pradesh,Guntur,2018,398.78824
Punjab,Gurdaspur,2000,43.292858
Punjab,Gurdaspur,2002,40.487999
Punjab,Gurdaspur,2004,37.849998
Punjab,Gurdaspur,2005,36.18182
Punjab,Gurdaspur,2006,62.272728
Punjab,Gurdaspur,2007,68.934784
Punjab,Gurdaspur,2008,54.924999
Punjab,Gurdaspur,2009,28.683332
Punjab,Gurdaspur,2010,47.963634
Punjab,Gurdaspur,2011,41.692307
Punjab,Gurdaspur,2012,49.585186
Punjab,Gurdaspur,2013,38.966667
Punjab,Gurdaspur,2014,38.615383
Punjab,Gurdaspur,2015,59.814816
Punjab,Gurdaspur,2016,40.003334
Punjab,Gurdaspur,2017,49.566666
Punjab,Gurdaspur,2018,42.451614
Haryana,Gurgaon,2000,274.0
Haryana,Gurgaon,2002,303.0
Haryana,Gurgaon,2004,308.25
Haryana,Gurgaon,2005,222.0
Haryana,Gurgaon,2006,310.33334
Haryana,Gurgaon,2007,595.20001
Haryana,Gurgaon,2008,467.55554
Haryana,Gurgaon,2009,1131.25
Haryana,Gurgaon,2010,162.625
Haryana,Gurgaon,2011,414.375
Haryana,Gurgaon,2012,565.58331
Haryana,Gurgaon,2013,649.09998
Haryana,Gurgaon,2014,403.39999
Haryana,Gurgaon,2015,236.0
Haryana,Gurgaon,2016,545.58539
Haryana,Gurgaon,2017,471.20001
Haryana,Gurgaon,2018,538.79498
Madhya Pradesh,Gwalior,2000,112.45
Madhya Pradesh,Gwalior,2001,128.625
Madhya Pradesh,Gwalior,2002,69.333336
Madhya Pradesh,Gwalior,2004,110.88889
Madhya Pradesh,Gwalior,2005,79.388885
Madhya Pradesh,Gwalior,2006,57.0
Madhya Pradesh,Gwalior,2007,98.307693
Madhya Pradesh,Gwalior,2008,62.285713
Madhya Pradesh,Gwalior,2009,144.85715
Madhya Pradesh,Gwalior,2010,112.22222
Madhya Pradesh,Gwalior,2011,152.13333
Madhya Pradesh,Gwalior,2012,92.818527
Madhya Pradesh,Gwalior,2013,154.1579
Madhya Pradesh,Gwalior,2014,107.11111
Madhya Pradesh,Gwalior,2015,139.77272
Madhya Pradesh,Gwalior,2016,111.05556
Madhya Pradesh,Gwalior,2017,94.590912
Madhya Pradesh,Gwalior,2018,105.58517
Assam,Hailakandi,2015,136.0
Assam,Hailakandi,2016,32.495934
Assam,Hailakandi,2017,30.131668
Assam,Hailakandi,2018,172.69214
Uttar Pradesh,Hamirpur,2000,272.85715
Uttar Pradesh,Hamirpur,2002,47.333332
Uttar Pradesh,Hamirpur,2003,18.0
Uttar Pradesh,Hamirpur,2004,152.8
Himachal Pradesh,Hamirpur,2005,25.0
Uttar Pradesh,Hamirpur,2006,25.0
Himachal Pradesh,Hamirpur,2007,14.85
Uttar Pradesh,Hamirpur,2008,22.25
